pattern,n_nodes,n_edges,s_exp,s_theta,pval_exp,pval_theta
CDH1->-RUNX1,2,1,15.000000,15,8.211727e-02,
CDH1->-PIK3CA CDH1->-RUNX1 PIK3CA->-RUNX1,3,3,4.000000,4,8.342963e-02,
CDH1->-RUNX1 PIK3CA->-CDH1 PIK3CA->-RUNX1,3,3,2.000000,2,5.415330e-01,
TP53->-ARID2,2,1,15.000000,15,6.497192e-06,
PIK3CA->-TBX3,2,1,15.000000,15,5.798121e-01,
CDH1->-PIK3CA CDH1->-TBX3 PIK3CA->-TBX3,3,3,3.000000,3,3.992099e-01,
TP53->-PIK3R1,2,1,15.000000,15,1.175328e-02,
CDH1->-NCOR1,2,1,15.000000,15,1.842982e-02,
CDH1->-NCOR1 TP53->-CDH1 TP53->-NCOR1,3,3,2.000000,2,3.883461e-01,
CDH1->-NCOR1 CDH1->-PIK3CA NCOR1->-PIK3CA,3,3,4.000000,4,6.025951e-02,
CDH1->-NCOR1 CDH1->-PIK3CA PIK3CA->-NCOR1,3,3,2.000000,2,4.895631e-01,
ARID1A->-PIK3CA,2,1,14.000000,14,8.978861e-01,
ARID1A->-PIK3CA CDH1->-ARID1A CDH1->-PIK3CA,3,3,5.000000,5,5.832945e-02,
PIK3CA->-KMT2D,2,1,14.000000,14,2.330474e-02,
PIK3CA->-KMT2D TP53->-KMT2D TP53->-PIK3CA,3,3,3.000000,3,1.987026e-01,
PIK3CA->-KMT2D PIK3CA->-TP53 TP53->-KMT2D,3,3,5.000000,5,1.240760e-02,
TP53->-BRCA2,2,1,14.000000,14,3.165570e-04,
TP53->-RUNX1,2,1,14.000000,14,2.633667e-02,
PIK3CA->-RUNX1 PIK3CA->-TP53 TP53->-RUNX1,3,3,2.000000,2,1.962449e-01,
CDH1->-RUNX1 CDH1->-TP53 TP53->-RUNX1,3,3,2.000000,2,7.407407e-02,
TP53->-ATR,2,1,14.000000,14,1.918397e-03,
TP53->-PTPRD,2,1,14.000000,14,8.467532e-05,
TP53->-NSD1,2,1,13.000000,13,3.269270e-04,
PIK3CA->-ATR,2,1,13.000000,13,7.657921e-03,
PIK3CA->-ATR PIK3CA->-TP53 TP53->-ATR,3,3,3.000000,3,6.372241e-02,
TP53->-CREBBP,2,1,13.000000,13,1.304178e-03,
CDH1->-ESR1,2,1,13.000000,13,6.653839e-02,
CDH1->-ESR1 CDH1->-PIK3CA PIK3CA->-ESR1,3,3,4.000000,4,5.486968e-03,
TP53->-STAG2,2,1,13.000000,13,3.864182e-03,
TP53->-KMT2A,2,1,13.000000,13,1.311994e-04,
PIK3CA->-PTEN,2,1,13.000000,13,4.534286e-01,
PIK3CA->-PTEN TP53->-PIK3CA TP53->-PTEN,3,3,2.000000,2,4.767181e-01,
PIK3CA->-PTEN PIK3CA->-TP53 TP53->-PTEN,3,3,6.000000,6,1.580040e-03,
MEN1->-GATA3,2,1,12.000000,12,2.441406e-04,
TP53->-ESR1,2,1,12.000000,12,1.546030e-03,
PIK3CA->-SPEN,2,1,12.000000,12,6.781580e-02,
TP53->-TBX3,2,1,12.000000,12,7.458948e-02,
CDH1->-CBFB,2,1,12.000000,12,1.614319e-01,
CBFB->-PIK3CA CDH1->-CBFB CDH1->-PIK3CA,3,3,5.000000,5,6.345300e-03,
PTEN->-PIK3CA,2,1,12.000000,12,6.095846e-01,
PTEN->-PIK3CA TP53->-PIK3CA TP53->-PTEN,3,3,2.000000,2,4.767181e-01,
TP53->-ALK,2,1,12.000000,12,4.253472e-05,
FOXA1->-PIK3CA,2,1,12.000000,12,9.892635e-01,
CDH1->-FOXA1 CDH1->-PIK3CA FOXA1->-PIK3CA,3,3,3.000000,3,3.719227e-01,
NF1->-TP53,2,1,12.000000,12,9.906223e-01,
NF1->-PIK3CA,2,1,12.000000,12,2.871317e-01,
NF1->-PIK3CA TP53->-NF1 TP53->-PIK3CA,3,3,3.000000,3,2.628955e-01,
NF1->-PIK3CA NF1->-TP53 TP53->-PIK3CA,3,3,4.000000,4,9.127942e-02,
TP53->-FLT4,2,1,12.000000,12,8.293247e-05,
TP53->-APC,2,1,12.000000,12,5.675024e-04,
PIK3CA->-PTPRT,2,1,12.000000,12,5.603087e-03,
PIK3CA->-RICTOR,2,1,11.000000,11,2.676227e-03,
TP53->-FOXA1,2,1,11.000000,11,5.998219e-02,
PIK3CA->-FOXA1 TP53->-FOXA1 TP53->-PIK3CA,3,3,3.000000,3,1.231255e-01,
PIK3CA->-FOXA1 PIK3CA->-TP53 TP53->-FOXA1,3,3,2.000000,2,3.757874e-01,
CDH1->-FOXA1 CDH1->-TP53 TP53->-FOXA1,3,3,2.000000,2,1.746422e-01,
CDH1->-FOXA1 TP53->-CDH1 TP53->-FOXA1,3,3,2.000000,2,1.746422e-01,
PIK3CA->-RB1,2,1,11.000000,11,2.146499e-01,
PIK3CA->-RB1 TP53->-PIK3CA TP53->-RB1,3,3,2.000000,2,3.938323e-01,
PIK3CA->-RB1 PIK3CA->-TP53 TP53->-RB1,3,3,4.000000,4,3.035825e-02,
TP53->-CDKN2A,2,1,11.000000,11,2.112472e-02,
TP53->-ERBB3,2,1,11.000000,11,7.000979e-05,
PTEN->-TP53,2,1,11.000000,11,9.999554e-01,
TP53->-ATM,2,1,11.000000,11,2.794230e-03,
TP53->-EP300,2,1,11.000000,11,2.064883e-03,
GATA3->-ARID1A,2,1,11.000000,11,3.456478e-01,
GATA3->-ARID1A PIK3CA->-ARID1A PIK3CA->-GATA3,3,3,2.000000,2,3.232037e-01,
GATA3->-ARID1A GATA3->-PIK3CA MAP3K1->-ARID1A MAP3K1->-GATA3 MAP3K1->-PIK3CA PIK3CA->-ARID1A,4,6,2.000000,2,5.063657e-03,
MAP3K1->-GATA3,2,1,11.000000,11,6.157612e-01,
GATA3->-PIK3CA MAP3K1->-GATA3 MAP3K1->-PIK3CA,3,3,6.000000,6,3.176011e-02,
MAP3K1->-GATA3 PIK3CA->-GATA3 PIK3CA->-MAP3K1,3,3,2.000000,2,7.533407e-01,
GATA3->-MAP3K1,2,1,11.000000,11,6.157612e-01,
GATA3->-MAP3K1 GATA3->-PIK3CA MAP3K1->-PIK3CA,3,3,3.000000,3,4.861564e-01,
GATA3->-MAP3K1 GATA3->-PIK3CA PIK3CA->-MAP3K1,3,3,4.000000,4,2.476521e-01,
ESR1->-GATA3,2,1,11.000000,11,1.793701e-01,
ESR1->-GATA3 PIK3CA->-ESR1 PIK3CA->-GATA3,3,3,3.000000,3,1.318080e-01,
ESR1->-GATA3 ESR1->-PIK3CA PIK3CA->-GATA3,3,3,2.000000,2,3.881910e-01,
PIK3CA->-ATM,2,1,11.000000,11,2.368968e-01,
PIK3CA->-ATM PIK3CA->-TP53 TP53->-ATM,3,3,3.000000,3,6.576860e-02,
TP53->-MED12,2,1,11.000000,11,3.823947e-03,
TP53->-FBXW7,2,1,11.000000,11,4.607225e-03,
TP53->-SETD2,2,1,11.000000,11,8.066843e-05,
TP53->-EPHA5,2,1,11.000000,11,2.390646e-03,
PIK3CA->-NF1,2,1,10.000000,10,6.163283e-01,
PIK3CA->-NF1 TP53->-NF1 TP53->-PIK3CA,3,3,3.000000,3,2.628955e-01,
PIK3CA->-NF1 PIK3CA->-TP53 TP53->-NF1,3,3,2.000000,2,5.557278e-01,
CDH1->-PTEN,2,1,10.000000,10,3.048598e-01,
KMT2C->-MAP3K1,2,1,10.000000,10,4.156770e-01,
KMT2C->-MAP3K1 PIK3CA->-KMT2C PIK3CA->-MAP3K1,3,3,4.000000,4,1.968557e-01,
KMT2C->-MAP3K1 KMT2C->-PIK3CA MAP3K1->-PIK3CA,3,3,2.000000,2,7.058121e-01,
TP53->-ATRX,2,1,10.000000,10,1.727327e-03,
TP53->-PTPRS,2,1,10.000000,10,5.315645e-04,
TP53->-CARD11,2,1,10.000000,10,5.302927e-03,
TP53->-NOTCH2,2,1,10.000000,10,2.027034e-03,
PIK3CA->-NOTCH4,2,1,10.000000,10,3.664929e-02,
TP53->-MAP2K4,2,1,10.000000,10,1.791252e-01,
CDH1->-GATA3,2,1,10.000000,10,1.191736e-02,
CDH1->-GATA3 CDH1->-PIK3CA PIK3CA->-GATA3,3,3,4.000000,4,2.084108e-02,
CDH1->-GATA3 PIK3CA->-CDH1 PIK3CA->-GATA3,3,3,2.000000,2,3.416318e-01,
CDH1->-ESR1 CDH1->-GATA3 ESR1->-GATA3,3,3,3.000000,3,4.629630e-03,
CDH1->-ESR1 CDH1->-GATA3 CDH1->-PIK3CA ESR1->-GATA3 PIK3CA->-ESR1 PIK3CA->-GATA3,4,6,2.000000,2,1.736111e-03,
PIK3CA->-FLT4,2,1,10.000000,10,1.817166e-02,
PIK3CA->-FLT4 TP53->-FLT4 TP53->-PIK3CA,3,3,2.000000,2,1.145546e-01,
PIK3CA->-FLT4 PIK3CA->-TP53 TP53->-FLT4,3,3,2.000000,2,1.145546e-01,
TP53->-NOTCH4,2,1,10.000000,10,6.864075e-04,
PIK3CA->-NOTCH4 PIK3CA->-TP53 TP53->-NOTCH4,3,3,3.000000,3,2.450160e-02,
PIK3CA->-CDKN1B,2,1,10.000000,10,2.770190e-01,
PIK3CA->-MED12,2,1,10.000000,10,8.331747e-03,
PIK3CA->-MED12 TP53->-MED12 TP53->-PIK3CA,3,3,2.000000,2,1.352858e-01,
PIK3CA->-MED12 PIK3CA->-TP53 TP53->-MED12,3,3,2.000000,2,1.352858e-01,
ERBB2->-CDH1,2,1,10.000000,10,9.672328e-01,
TP53->-ARID1B,2,1,10.000000,10,3.627859e-02,
TP53->-ARID5B,2,1,10.000000,10,3.656197e-04,
TP53->-PTPRT,2,1,10.000000,10,2.395362e-03,
PIK3CA->-PTPRT TP53->-PIK3CA TP53->-PTPRT,3,3,3.000000,3,7.906653e-02,
PIK3CA->-PTPRT PIK3CA->-TP53 TP53->-PTPRT,3,3,4.000000,4,1.384216e-02,
TP53->-BARD1,2,1,10.000000,10,1.159474e-04,
TP53->-SPEN,2,1,10.000000,10,1.900948e-02,
PIK3CA->-SPEN PIK3CA->-TP53 TP53->-SPEN,3,3,3.000000,3,1.438272e-02,
PIK3CA->-KMT2A,2,1,10.000000,10,1.010243e-01,
PIK3CA->-KMT2A TP53->-KMT2A TP53->-PIK3CA,3,3,3.000000,3,2.391975e-02,
KMT2C->-GATA3,2,1,9.000000,9,2.995763e-01,
KMT2C->-GATA3 KMT2C->-PIK3CA PIK3CA->-GATA3,3,3,2.000000,2,3.222256e-01,
TP53->-EPHB1,2,1,9.000000,9,1.507041e-03,
MAP3K1->-KMT2C,2,1,9.000000,9,5.974096e-01,
MAP3K1->-KMT2C MAP3K1->-PIK3CA PIK3CA->-KMT2C,3,3,3.000000,3,4.236425e-01,
MAP3K1->-KMT2C PIK3CA->-KMT2C PIK3CA->-MAP3K1,3,3,2.000000,2,7.058121e-01,
MAP3K1->-KMT2C TP53->-KMT2C TP53->-MAP3K1,3,3,2.000000,2,8.850659e-02,
KMT2C->-PIK3CA MAP3K1->-KMT2C MAP3K1->-PIK3CA,3,3,2.000000,2,7.058121e-01,
ARID1A->-GATA3,2,1,9.000000,9,6.913904e-01,
ARID1A->-GATA3 ARID1A->-PIK3CA PIK3CA->-GATA3,3,3,2.000000,2,3.232037e-01,
AKT1->-CDH1,2,1,9.000000,9,5.000000e-01,
AKT1->-CDH1 AKT1->-TP53 CDH1->-TP53,3,3,3.000000,3,3.549383e-02,
TP53->-ROS1,2,1,9.000000,9,3.417779e-02,
TP53->-TSC2,2,1,9.000000,9,1.616459e-02,
CDH1->-MAP2K4,2,1,9.000000,9,3.111555e-02,
CDH1->-MAP2K4 CDH1->-PIK3CA MAP2K4->-PIK3CA,3,3,2.000000,2,2.249773e-01,
CDH1->-MAP2K4 CDH1->-TP53 TP53->-MAP2K4,3,3,2.000000,2,4.968784e-02,
CDH1->-CDK12 CDH1->-TP53 TP53->-CDK12,3,3,2.000000,2,6.148473e-03,
PIK3CA->-MAP2K4,2,1,9.000000,9,9.507072e-01,
CDH1->-MAP2K4 PIK3CA->-CDH1 PIK3CA->-MAP2K4,3,3,2.000000,2,2.249773e-01,
TP53->-RICTOR,2,1,9.000000,9,3.176186e-04,
PIK3CA->-RICTOR PIK3CA->-TP53 TP53->-RICTOR,3,3,2.000000,2,6.832701e-02,
PIK3CA->-BRCA1 PIK3CA->-TP53 TP53->-BRCA1,3,3,2.000000,2,5.691964e-02,
PTEN->-KMT2C,2,1,9.000000,9,5.352238e-03,
PTEN->-KMT2C TP53->-KMT2C TP53->-PTEN,3,3,3.000000,3,1.620370e-02,
PTEN->-NF1,2,1,9.000000,9,3.114984e-02,
PTEN->-NF1 TP53->-NF1 TP53->-PTEN,3,3,5.000000,5,8.950062e-03,
PTEN->-NF1 PTEN->-TP53 TP53->-NF1,3,3,3.000000,3,1.782596e-01,
PIK3CA->-CREBBP,2,1,9.000000,9,2.201918e-01,
PIK3CA->-CREBBP TP53->-CREBBP TP53->-PIK3CA,3,3,2.000000,2,1.576058e-01,
PIK3CA->-PLK2 TP53->-PIK3CA TP53->-PLK2,3,3,2.000000,2,6.485029e-02,
AKT1->-GATA3,2,1,9.000000,9,1.697242e-02,
TP53->-ZFHX3,2,1,9.000000,9,2.753747e-02,
TP53->-ERCC5,2,1,9.000000,9,4.894869e-04,
TP53->-SF3B1,2,1,9.000000,9,1.128472e-03,
PIK3CA->-SF3B1 TP53->-PIK3CA TP53->-SF3B1,3,3,2.000000,2,2.632245e-01,
PIK3CA->-SF3B1 PIK3CA->-TP53 TP53->-SF3B1,3,3,4.000000,4,8.701989e-03,
PIK3CA->-POLE,2,1,9.000000,9,4.422835e-03,
ERBB2->-PIK3CA,2,1,9.000000,9,5.180401e-01,
CDH1->-ERBB2 CDH1->-PIK3CA ERBB2->-PIK3CA,3,3,4.000000,4,7.165749e-02,
TP53->-POLE,2,1,9.000000,9,7.367755e-04,
PIK3CA->-POLE PIK3CA->-TP53 TP53->-POLE,3,3,5.000000,5,2.090213e-04,
CDH1->-PTPRD,2,1,9.000000,9,9.598564e-04,
CDH1->-PTPRD CDH1->-TP53 TP53->-PTPRD,3,3,3.000000,3,3.854983e-02,
CDH1->-PTPRD TP53->-CDH1 TP53->-PTPRD,3,3,3.000000,3,3.854983e-02,
TP53->-TET2,2,1,9.000000,9,7.884972e-04,
ATM->-PIK3CA,2,1,8.000000,8,7.404963e-01,
PIK3CA->-ERBB2,2,1,8.000000,8,6.981566e-01,
CDH1->-ERBB2 CDH1->-PIK3CA PIK3CA->-ERBB2,3,3,4.000000,4,7.165749e-02,
PIK3CA->-ZFHX3,2,1,8.000000,8,3.257430e-01,
PIK3CA->-ARID2,2,1,8.000000,8,1.441005e-01,
PIK3CA->-ARID2 PIK3CA->-TP53 TP53->-ARID2,3,3,4.000000,4,5.402569e-03,
MEN1->-PIK3CA,2,1,8.000000,8,1.166493e-01,
CDH1->-AKT1,2,1,8.000000,8,6.854706e-01,
TP53->-ANKRD11,2,1,8.000000,8,1.199608e-02,
CDH1->-BRCA2,2,1,8.000000,8,1.220878e-01,
CDH1->-BRCA2 TP53->-BRCA2 TP53->-CDH1,3,3,2.000000,2,4.320988e-02,
TBX3->-CDH1,2,1,8.000000,8,9.824429e-01,
CDH1->-PIK3CA TBX3->-CDH1 TBX3->-PIK3CA,3,3,3.000000,3,3.992099e-01,
PTEN->-CDH1,2,1,8.000000,8,6.691712e-01,
CDH1->-TP53 PTEN->-CDH1 PTEN->-TP53,3,3,2.000000,2,5.852014e-02,
PIK3CA->-PTPRD,2,1,8.000000,8,5.149608e-03,
CDH1->-PIK3CA CDH1->-PTPRD PIK3CA->-PTPRD,3,3,2.000000,2,1.204147e-01,
CDH1->-PTPRD PIK3CA->-CDH1 PIK3CA->-PTPRD,3,3,2.000000,2,1.204147e-01,
PIK3CA->-DICER1,2,1,8.000000,8,2.443382e-03,
PIK3CA->-PTCH1,2,1,8.000000,8,1.141066e-02,
NCOR1->-TP53,2,1,8.000000,8,9.815749e-01,
NCOR1->-TP53 PIK3CA->-NCOR1 PIK3CA->-TP53,3,3,2.000000,2,4.071404e-01,
CDH1->-NCOR1 CDH1->-TP53 NCOR1->-TP53,3,3,2.000000,2,3.883461e-01,
PTEN->-MAP3K1,2,1,8.000000,8,5.837146e-02,
PTEN->-MAP3K1 TP53->-MAP3K1 TP53->-PTEN,3,3,2.000000,2,1.319444e-01,
MAP3K1->-PIK3CA PTEN->-MAP3K1 PTEN->-PIK3CA,3,3,2.000000,2,2.006944e-02,
CDH1->-MAP3K1 CDH1->-NF1 NF1->-MAP3K1 PTEN->-CDH1 PTEN->-MAP3K1 PTEN->-NF1,4,6,2.000000,2,1.478909e-03,
RUNX1->-PIK3CA,2,1,8.000000,8,9.853221e-01,
CDH1->-CREBBP,2,1,8.000000,8,7.054338e-02,
CDH1->-CREBBP CDH1->-PIK3CA PIK3CA->-CREBBP,3,3,4.000000,4,1.955401e-02,
RB1->-TP53,2,1,8.000000,8,9.940250e-01,
KMT2C->-TP53,2,1,8.000000,8,9.996024e-01,
CTCF->-PIK3CA,2,1,8.000000,8,7.716809e-02,
TP53->-BAP1,2,1,8.000000,8,1.423295e-02,
RUNX1->-CDH1,2,1,8.000000,8,9.396548e-01,
CDH1->-PIK3CA RUNX1->-CDH1 RUNX1->-PIK3CA,3,3,2.000000,2,5.415330e-01,
PIK3CA->-CDH1 RUNX1->-CDH1 RUNX1->-PIK3CA,3,3,2.000000,2,5.415330e-01,
CBFB->-MAP3K1,2,1,8.000000,8,5.468750e-02,
CBFB->-MAP3K1 CBFB->-PIK3CA MAP3K1->-PIK3CA,3,3,6.000000,6,4.411723e-04,
CBFB->-GATA3 CBFB->-MAP3K1 MAP3K1->-GATA3,3,3,2.000000,2,1.319444e-01,
CDH1->-NF1,2,1,8.000000,8,2.249376e-01,
CDH1->-NF1 CDH1->-PIK3CA PIK3CA->-NF1,3,3,3.000000,3,1.208957e-01,
PIK3CA->-MGA,2,1,8.000000,8,3.493790e-01,
CDH1->-APC,2,1,8.000000,8,3.006080e-03,
TP53->-BRCA1,2,1,8.000000,8,1.487751e-02,
PIK3CA->-IGF1R,2,1,7.000000,7,2.626595e-03,
GATA3->-TP53,2,1,7.000000,7,9.785196e-01,
GATA3->-TP53 PIK3CA->-GATA3 PIK3CA->-TP53,3,3,2.000000,2,3.800982e-01,
TP53->-DNMT1,2,1,7.000000,7,2.835648e-03,
CDH1->-KMT2D,2,1,7.000000,7,1.873122e-02,
CDH1->-KMT2D CDH1->-PIK3CA PIK3CA->-KMT2D,3,3,2.000000,2,2.362403e-01,
CDH1->-KMT2D PIK3CA->-CDH1 PIK3CA->-KMT2D,3,3,2.000000,2,2.362403e-01,
FOXA1->-MAP3K1,2,1,7.000000,7,3.280648e-01,
FOXA1->-MAP3K1 PIK3CA->-FOXA1 PIK3CA->-MAP3K1,3,3,3.000000,3,1.524290e-01,
CDH1->-FOXA1 CDH1->-MAP3K1 CDH1->-PIK3CA FOXA1->-MAP3K1 PIK3CA->-FOXA1 PIK3CA->-MAP3K1,4,6,2.000000,2,5.063657e-03,
FOXA1->-MAP3K1 FOXA1->-PIK3CA PIK3CA->-MAP3K1,3,3,2.000000,2,4.204404e-01,
FOXA1->-MAP3K1 TP53->-FOXA1 TP53->-MAP3K1,3,3,3.000000,3,3.023288e-02,
CDH1->-EPHB1,2,1,7.000000,7,3.835979e-03,
CDH1->-EPHB1 CDH1->-TP53 TP53->-EPHB1,3,3,3.000000,3,2.818050e-03,
PIK3CA->-ANKRD11,2,1,7.000000,7,7.897841e-02,
PIK3CA->-ANKRD11 TP53->-ANKRD11 TP53->-PIK3CA,3,3,3.000000,3,1.237596e-02,
PIK3CA->-BRCA2,2,1,7.000000,7,1.544985e-01,
CDH1->-BRCA2 CDH1->-PIK3CA CDH1->-TBX3 PIK3CA->-BRCA2 TBX3->-BRCA2 TBX3->-PIK3CA,4,6,2.000000,2,8.602509e-04,
PIK3CA->-DNMT3A,2,1,7.000000,7,2.857839e-02,
TP53->-MDC1,2,1,7.000000,7,4.064408e-02,
MAP3K1->-ERBB3,2,1,7.000000,7,3.210375e-03,
PIK3CA->-PLK2,2,1,7.000000,7,3.741995e-03,
PIK3CA->-ROS1,2,1,7.000000,7,1.101988e-01,
MAP3K1->-ARID1A,2,1,7.000000,7,1.191478e-01,
MAP3K1->-ARID1A MAP3K1->-PIK3CA PIK3CA->-ARID1A,3,3,3.000000,3,1.181020e-01,
GATA3->-ARID1A MAP3K1->-ARID1A MAP3K1->-GATA3,3,3,3.000000,3,4.629630e-03,
GATA3->-SPEN,2,1,7.000000,7,2.716193e-01,
PIK3CA->-RAD50,2,1,7.000000,7,4.555024e-02,
CDH1->-FAT1,2,1,7.000000,7,2.865349e-02,
CDH1->-FAT1 CDH1->-PIK3CA PIK3CA->-FAT1,3,3,2.000000,2,1.250511e-01,
TP53->-PIK3CG,2,1,7.000000,7,6.439968e-03,
TP53->-DDR2,2,1,7.000000,7,1.328656e-02,
CDH1->-ERBB3,2,1,7.000000,7,5.834517e-02,
CDH1->-SPEN,2,1,7.000000,7,2.050977e-01,
CDH1->-PIK3CA CDH1->-SPEN PIK3CA->-SPEN,3,3,2.000000,2,7.407407e-02,
PIK3CA->-PIK3C2G,2,1,7.000000,7,1.153935e-02,
PIK3CA->-PTPRS,2,1,7.000000,7,2.429337e-01,
PIK3CA->-PTPRS PIK3CA->-TP53 TP53->-PTPRS,3,3,3.000000,3,1.052252e-02,
NCOR1->-GATA3,2,1,7.000000,7,2.530010e-02,
TP53->-PIK3C2G,2,1,7.000000,7,1.069444e-03,
PIK3CA->-PIK3C2G TP53->-PIK3C2G TP53->-PIK3CA,3,3,2.000000,2,1.009034e-01,
PIK3CA->-PIK3C2G PIK3CA->-TP53 TP53->-PIK3C2G,3,3,2.000000,2,1.009034e-01,
PTEN->-PIK3R1,2,1,7.000000,7,2.744144e-02,
