pattern,n_nodes,n_edges,s_exp,s_theta,pval_exp,pval_theta
CDH1->-PIK3CA,2,1,100.000000,100,1.560349e-11,
TP53->-PIK3CA,2,1,83.000000,83,3.290729e-02,
PIK3CA->-TP53,2,1,69.000000,69,6.664079e-01,
MAP3K1->-PIK3CA,2,1,48.000000,48,4.251528e-02,
PIK3CA->-GATA3,2,1,42.000000,42,2.132158e-01,
TP53->-PTEN,2,1,38.000000,38,3.239819e-05,
GATA3->-PIK3CA,2,1,37.000000,37,6.274130e-01,
PIK3CA->-MAP3K1,2,1,34.000000,34,9.156831e-01,
PIK3CA->-KMT2C,2,1,33.000000,33,5.432867e-02,
CBFB->-PIK3CA,2,1,33.000000,33,3.288464e-06,
TP53->-KMT2C,2,1,29.000000,29,4.411299e-05,
PIK3CA->-CDH1,2,1,28.000000,28,1.000000e+00,
PIK3CA->-FOXA1,2,1,27.000000,27,6.446643e-03,
TP53->-NF1,2,1,27.000000,27,3.597685e-03,
CDH1->-TP53,2,1,26.000000,26,9.673814e-02,
PIK3CA->-ESR1,2,1,26.000000,26,1.029732e-01,
TP53->-MAP3K1,2,1,24.000000,24,1.929808e-04,
TP53->-KMT2D,2,1,24.000000,24,2.678270e-06,
CDH1->-KMT2C,2,1,23.000000,23,4.920864e-04,
CDH1->-KMT2C CDH1->-PIK3CA PIK3CA->-KMT2C,3,3,7.000000,7,3.987811e-03,
TP53->-RB1,2,1,21.000000,21,5.062669e-03,
CBFB->-GATA3,2,1,21.000000,21,2.335438e-04,
CBFB->-GATA3 CBFB->-PIK3CA PIK3CA->-GATA3,3,3,5.000000,5,6.348451e-02,
CBFB->-GATA3 CBFB->-PIK3CA GATA3->-PIK3CA,3,3,6.000000,6,1.728822e-02,
PIK3CA->-FAT1,2,1,20.000000,20,3.574989e-04,
KMT2C->-PIK3CA,2,1,20.000000,20,9.719055e-01,
CDH1->-KMT2C CDH1->-PIK3CA KMT2C->-PIK3CA,3,3,5.000000,5,6.632544e-02,
PIK3CA->-ARID1A,2,1,20.000000,20,2.568347e-01,
CDH1->-FOXA1,2,1,19.000000,19,6.165456e-04,
CDH1->-FOXA1 CDH1->-PIK3CA PIK3CA->-FOXA1,3,3,8.000000,8,3.071442e-04,
CDH1->-MAP3K1,2,1,19.000000,19,6.194909e-04,
CDH1->-MAP3K1 CDH1->-PIK3CA PIK3CA->-MAP3K1,3,3,8.000000,8,1.013056e-03,
PIK3CA->-SF3B1,2,1,19.000000,19,1.186795e-05,
CDH1->-ERBB2,2,1,19.000000,19,5.175586e-02,
AKT1->-TP53,2,1,19.000000,19,1.566795e-04,
TP53->-NCOR1,2,1,19.000000,19,1.552679e-02,
PIK3CA->-RUNX1,2,1,19.000000,19,2.022992e-02,
TP53->-CDH1,2,1,19.000000,19,7.896752e-01,
CDH1->-PIK3CA TP53->-CDH1 TP53->-PIK3CA,3,3,5.000000,5,4.654567e-02,
TP53->-ARID1A,2,1,18.000000,18,5.758475e-04,
TP53->-FAT1,2,1,18.000000,18,1.250988e-04,
MAP2K4->-PIK3CA,2,1,18.000000,18,4.090278e-02,
PIK3CA->-NCOR1,2,1,18.000000,18,3.471394e-01,
ESR1->-PIK3CA,2,1,17.000000,17,9.234371e-01,
CDH1->-ARID1A,2,1,17.000000,17,3.811405e-03,
CDH1->-TBX3,2,1,17.000000,17,5.078047e-02,
TBX3->-PIK3CA,2,1,17.000000,17,3.065433e-01,
CDH1->-PIK3CA CDH1->-TBX3 TBX3->-PIK3CA,3,3,5.000000,5,5.093913e-02,
TP53->-GATA3,2,1,17.000000,17,2.347457e-02,
NCOR1->-PIK3CA,2,1,16.000000,16,6.163340e-01,
ARID1A->-PIK3CA,2,1,15.000000,15,8.425318e-01,
ARID1A->-PIK3CA CDH1->-ARID1A CDH1->-PIK3CA,3,3,6.000000,6,2.167785e-02,
PIK3CA->-KMT2D,2,1,15.000000,15,9.467301e-03,
PIK3CA->-KMT2D PIK3CA->-TP53 TP53->-KMT2D,3,3,5.000000,5,1.771807e-02,
CDH1->-RUNX1,2,1,15.000000,15,7.241069e-02,
CDH1->-PIK3CA CDH1->-RUNX1 PIK3CA->-RUNX1,3,3,5.000000,5,2.924378e-02,
TP53->-ARID2,2,1,15.000000,15,3.807878e-06,
PIK3CA->-TBX3,2,1,15.000000,15,5.813895e-01,
TP53->-PIK3R1,2,1,15.000000,15,5.679312e-03,
TP53->-PTPRD,2,1,15.000000,15,2.205360e-06,
CDH1->-NCOR1,2,1,15.000000,15,1.774770e-02,
TP53->-NSD1,2,1,14.000000,14,9.313249e-06,
TP53->-BRCA2,2,1,14.000000,14,9.938573e-04,
TP53->-ATR,2,1,14.000000,14,1.302001e-03,
TP53->-RUNX1,2,1,13.000000,13,6.124030e-02,
CDH1->-ESR1,2,1,13.000000,13,7.314789e-02,
TP53->-KMT2A,2,1,13.000000,13,2.075987e-04,
PIK3CA->-PTEN,2,1,13.000000,13,4.629700e-01,
PIK3CA->-PTEN PIK3CA->-TP53 TP53->-PTEN,3,3,6.000000,6,1.441990e-03,
MEN1->-GATA3,2,1,12.000000,12,2.441406e-04,
TP53->-FOXA1,2,1,12.000000,12,1.767042e-02,
TP53->-CREBBP,2,1,12.000000,12,8.546162e-03,
MAP3K1->-GATA3,2,1,12.000000,12,4.719687e-01,
GATA3->-PIK3CA MAP3K1->-GATA3 MAP3K1->-PIK3CA,3,3,6.000000,6,3.778937e-02,
PIK3CA->-SPEN,2,1,12.000000,12,5.154150e-02,
PIK3CA->-ATR,2,1,12.000000,12,2.353578e-02,
PTEN->-PIK3CA,2,1,12.000000,12,6.185832e-01,
TP53->-ALK,2,1,12.000000,12,3.105710e-05,
TP53->-STAG2,2,1,12.000000,12,1.255318e-02,
NF1->-TP53,2,1,12.000000,12,9.863724e-01,
NF1->-PIK3CA,2,1,12.000000,12,2.891595e-01,
TP53->-FLT4,2,1,12.000000,12,7.543850e-05,
TP53->-APC,2,1,12.000000,12,3.797359e-04,
PIK3CA->-PTPRT,2,1,12.000000,12,6.297601e-03,
PIK3CA->-RB1,2,1,11.000000,11,2.340329e-01,
TP53->-CDKN2A,2,1,11.000000,11,1.866048e-02,
TP53->-PTPRS,2,1,11.000000,11,4.838077e-05,
TP53->-ERBB3,2,1,11.000000,11,5.383119e-05,
PTEN->-TP53,2,1,11.000000,11,9.999498e-01,
TP53->-ATM,2,1,11.000000,11,1.168219e-03,
TP53->-ESR1,2,1,11.000000,11,5.262826e-03,
PIK3CA->-NOTCH4,2,1,11.000000,11,1.579811e-02,
TP53->-NOTCH4,2,1,11.000000,11,7.285500e-05,
GATA3->-MAP3K1,2,1,11.000000,11,6.354849e-01,
TP53->-TBX3,2,1,11.000000,11,1.342283e-01,
PIK3CA->-ATM,2,1,11.000000,11,2.336249e-01,
FOXA1->-PIK3CA,2,1,11.000000,11,9.968004e-01,
TP53->-MED12,2,1,11.000000,11,2.797218e-03,
CDH1->-CBFB,2,1,11.000000,11,2.747260e-01,
CBFB->-PIK3CA CDH1->-CBFB CDH1->-PIK3CA,3,3,5.000000,5,7.647681e-03,
TP53->-FBXW7,2,1,11.000000,11,6.486979e-03,
TP53->-SETD2,2,1,11.000000,11,7.710953e-05,
TP53->-EPHA5,2,1,11.000000,11,2.742069e-03,
PIK3CA->-KMT2A,2,1,11.000000,11,2.594411e-02,
PIK3CA->-RICTOR,2,1,10.000000,10,1.263065e-02,
CDH1->-PTEN,2,1,10.000000,10,3.255998e-01,
KMT2C->-MAP3K1,2,1,10.000000,10,3.434119e-01,
TP53->-ATRX,2,1,10.000000,10,1.251908e-03,
TP53->-CARD11,2,1,10.000000,10,5.934989e-03,
