pattern,n_nodes,n_edges,s_exp,s_theta,pval_exp,pval_theta
CDH1->-PIK3CA,2,1,100.000000,100,1.233699e-11,
TP53->-PIK3CA,2,1,84.000000,84,3.041416e-02,
PIK3CA->-TP53,2,1,67.000000,67,8.110411e-01,
MAP3K1->-PIK3CA,2,1,48.000000,48,3.889219e-02,
PIK3CA->-GATA3,2,1,39.000000,39,4.191265e-01,
TP53->-PTEN,2,1,38.000000,38,3.459605e-05,
GATA3->-PIK3CA,2,1,36.000000,36,6.810782e-01,
PIK3CA->-KMT2C,2,1,34.000000,34,2.555966e-02,
PIK3CA->-MAP3K1,2,1,34.000000,34,9.087355e-01,
CBFB->-PIK3CA,2,1,33.000000,33,2.998681e-06,
TP53->-KMT2C,2,1,29.000000,29,6.400275e-05,
PIK3CA->-KMT2C TP53->-KMT2C TP53->-PIK3CA,3,3,5.000000,5,4.575452e-02,
PIK3CA->-CDH1,2,1,28.000000,28,1.000000e+00,
PIK3CA->-FOXA1,2,1,27.000000,27,5.593303e-03,
PIK3CA->-ESR1,2,1,27.000000,27,5.500439e-02,
TP53->-NF1,2,1,27.000000,27,4.753787e-03,
CDH1->-TP53,2,1,26.000000,26,8.472745e-02,
TP53->-MAP3K1,2,1,25.000000,25,3.420455e-05,
TP53->-KMT2D,2,1,24.000000,24,4.607757e-06,
CDH1->-KMT2C,2,1,23.000000,23,5.091027e-04,
CDH1->-KMT2C CDH1->-PIK3CA PIK3CA->-KMT2C,3,3,7.000000,7,3.949907e-03,
KMT2C->-PIK3CA,2,1,21.000000,21,9.411928e-01,
CDH1->-KMT2C CDH1->-PIK3CA KMT2C->-PIK3CA,3,3,5.000000,5,6.595902e-02,
TP53->-RB1,2,1,21.000000,21,5.828889e-03,
CBFB->-GATA3,2,1,21.000000,21,3.204925e-04,
CBFB->-GATA3 CBFB->-PIK3CA PIK3CA->-GATA3,3,3,5.000000,5,7.357876e-02,
CBFB->-GATA3 CBFB->-PIK3CA GATA3->-PIK3CA,3,3,6.000000,6,2.102627e-02,
PIK3CA->-ARID1A,2,1,20.000000,20,2.609813e-01,
CDH1->-MAP3K1,2,1,19.000000,19,8.454853e-04,
CDH1->-MAP3K1 CDH1->-PIK3CA PIK3CA->-MAP3K1,3,3,8.000000,8,1.013056e-03,
PIK3CA->-SF3B1,2,1,19.000000,19,1.186795e-05,
CDH1->-ERBB2,2,1,19.000000,19,5.727964e-02,
PIK3CA->-FAT1,2,1,19.000000,19,1.427603e-03,
AKT1->-TP53,2,1,19.000000,19,6.956477e-05,
TP53->-NCOR1,2,1,19.000000,19,1.467454e-02,
TP53->-CDH1,2,1,19.000000,19,7.678770e-01,
CDH1->-PIK3CA TP53->-CDH1 TP53->-PIK3CA,3,3,5.000000,5,3.858859e-02,
CDH1->-FOXA1,2,1,18.000000,18,3.670073e-03,
CDH1->-FOXA1 CDH1->-PIK3CA PIK3CA->-FOXA1,3,3,8.000000,8,3.450441e-04,
TP53->-ARID1A,2,1,18.000000,18,4.811119e-04,
CDH1->-TBX3,2,1,18.000000,18,2.407255e-02,
TP53->-FAT1,2,1,18.000000,18,2.411934e-04,
PIK3CA->-RUNX1,2,1,18.000000,18,4.084325e-02,
PIK3CA->-NCOR1,2,1,18.000000,18,3.447796e-01,
CDH1->-ARID1A,2,1,17.000000,17,2.793271e-03,
TBX3->-PIK3CA,2,1,17.000000,17,2.560743e-01,
CDH1->-PIK3CA CDH1->-TBX3 TBX3->-PIK3CA,3,3,5.000000,5,5.166207e-02,
TP53->-GATA3,2,1,17.000000,17,2.712809e-02,
ESR1->-PIK3CA,2,1,16.000000,16,9.553877e-01,
NCOR1->-PIK3CA,2,1,16.000000,16,6.135763e-01,
MAP2K4->-PIK3CA,2,1,16.000000,16,1.628534e-01,
ARID1A->-PIK3CA,2,1,15.000000,15,8.455801e-01,
ARID1A->-PIK3CA CDH1->-ARID1A CDH1->-PIK3CA,3,3,6.000000,6,1.796272e-02,
PIK3CA->-KMT2D,2,1,15.000000,15,1.263088e-02,
PIK3CA->-KMT2D PIK3CA->-TP53 TP53->-KMT2D,3,3,5.000000,5,1.962545e-02,
CDH1->-RUNX1,2,1,15.000000,15,7.155777e-02,
TP53->-ARID2,2,1,15.000000,15,3.740182e-06,
TP53->-PIK3R1,2,1,15.000000,15,1.246258e-02,
CDH1->-NCOR1,2,1,15.000000,15,1.861782e-02,
TP53->-RUNX1,2,1,14.000000,14,2.228541e-02,
TP53->-ATR,2,1,14.000000,14,2.339699e-03,
PIK3CA->-TBX3,2,1,14.000000,14,6.615089e-01,
TP53->-PTPRD,2,1,14.000000,14,4.868222e-05,
TP53->-BRCA2,2,1,13.000000,13,1.713522e-03,
CDH1->-ESR1,2,1,13.000000,13,7.094472e-02,
TP53->-KMT2A,2,1,13.000000,13,1.701969e-04,
PIK3CA->-PTEN,2,1,13.000000,13,4.197044e-01,
PIK3CA->-PTEN PIK3CA->-TP53 TP53->-PTEN,3,3,6.000000,6,1.718090e-03,
MEN1->-GATA3,2,1,12.000000,12,2.441406e-04,
TP53->-NSD1,2,1,12.000000,12,8.618040e-04,
PTEN->-TP53,2,1,12.000000,12,9.998351e-01,
TP53->-CREBBP,2,1,12.000000,12,1.263203e-02,
MAP3K1->-GATA3,2,1,12.000000,12,4.439773e-01,
GATA3->-PIK3CA MAP3K1->-GATA3 MAP3K1->-PIK3CA,3,3,5.000000,5,8.934986e-02,
PIK3CA->-SPEN,2,1,12.000000,12,7.120335e-02,
PIK3CA->-ATR,2,1,12.000000,12,2.961799e-02,
TP53->-TBX3,2,1,12.000000,12,4.734253e-02,
CDH1->-CBFB,2,1,12.000000,12,1.695251e-01,
CBFB->-PIK3CA CDH1->-CBFB CDH1->-PIK3CA,3,3,5.000000,5,8.950062e-03,
PTEN->-PIK3CA,2,1,12.000000,12,5.765732e-01,
TP53->-ALK,2,1,12.000000,12,6.987847e-05,
TP53->-STAG2,2,1,12.000000,12,1.510949e-02,
NF1->-TP53,2,1,12.000000,12,9.890348e-01,
NF1->-PIK3CA,2,1,12.000000,12,3.503000e-01,
TP53->-FLT4,2,1,12.000000,12,6.964939e-05,
TP53->-APC,2,1,12.000000,12,5.362676e-04,
PIK3CA->-RICTOR,2,1,11.000000,11,2.157188e-03,
TP53->-FOXA1,2,1,11.000000,11,7.564649e-02,
PIK3CA->-RB1,2,1,11.000000,11,2.397524e-01,
TP53->-CDKN2A,2,1,11.000000,11,1.831733e-02,
TP53->-PTPRS,2,1,11.000000,11,6.147204e-05,
TP53->-ERBB3,2,1,11.000000,11,6.962128e-05,
TP53->-ATM,2,1,11.000000,11,1.447457e-03,
TP53->-ESR1,2,1,11.000000,11,8.829176e-03,
TP53->-EP300,2,1,11.000000,11,3.465932e-03,
TP53->-NOTCH4,2,1,11.000000,11,1.842987e-05,
GATA3->-MAP3K1,2,1,11.000000,11,6.088150e-01,
ESR1->-GATA3,2,1,11.000000,11,1.791868e-01,
PIK3CA->-ATM,2,1,11.000000,11,2.565617e-01,
FOXA1->-PIK3CA,2,1,11.000000,11,9.963674e-01,
TP53->-MED12,2,1,11.000000,11,3.181899e-03,
TP53->-FBXW7,2,1,11.000000,11,6.332799e-03,
TP53->-SETD2,2,1,11.000000,11,1.502647e-04,
PIK3CA->-PTPRT,2,1,11.000000,11,1.983601e-02,
CDH1->-PTEN,2,1,10.000000,10,3.662009e-01,
KMT2C->-MAP3K1,2,1,10.000000,10,3.313896e-01,
TP53->-ATRX,2,1,10.000000,10,1.750859e-03,
PIK3CA->-MAP2K4,2,1,10.000000,10,9.108109e-01,
TP53->-CARD11,2,1,10.000000,10,6.457364e-03,
TP53->-NOTCH2,2,1,10.000000,10,9.029762e-04,
PIK3CA->-CREBBP,2,1,10.000000,10,1.072817e-01,
PIK3CA->-NOTCH4,2,1,10.000000,10,3.378197e-02,
GATA3->-ARID1A,2,1,10.000000,10,4.891135e-01,
TP53->-MAP2K4,2,1,10.000000,10,2.324879e-01,
CDH1->-GATA3,2,1,10.000000,10,1.405193e-02,
ERBB2->-CDH1,2,1,10.000000,10,9.600967e-01,
TP53->-ARID1B,2,1,10.000000,10,3.795433e-02,
TP53->-ARID5B,2,1,10.000000,10,3.180365e-04,
TP53->-EPHA5,2,1,10.000000,10,1.285087e-02,
TP53->-BARD1,2,1,10.000000,10,1.796344e-04,
TP53->-PTPRT,2,1,10.000000,10,2.784146e-03,
PIK3CA->-KMT2A,2,1,10.000000,10,7.181768e-02,
PIK3CA->-NF1,2,1,9.000000,9,8.161941e-01,
KMT2C->-GATA3,2,1,9.000000,9,2.547826e-01,
MAP3K1->-KMT2C,2,1,9.000000,9,5.105491e-01,
TP53->-EPHB1,2,1,9.000000,9,1.590891e-03,
ARID1A->-GATA3,2,1,9.000000,9,6.639468e-01,
AKT1->-CDH1,2,1,9.000000,9,4.346004e-01,
PIK3CA->-ARID2,2,1,9.000000,9,4.084319e-02,
CDH1->-MAP2K4,2,1,9.000000,9,3.353499e-02,
