pattern,n_nodes,n_edges,s_exp,s_theta,pval_exp,pval_theta
CDH1->-PIK3CA,2,1,100.000000,101,,3.332223e-04
TP53->-PIK3CA,2,1,84.000000,85,,3.888845e-02
PIK3CA->-TP53,2,1,68.434553,68,,8.367217e-01
MAP3K1->-PIK3CA,2,1,48.000000,49,,5.028962e-02
PIK3CA->-GATA3,2,1,41.155500,43,,2.153056e-01
TP53->-PTEN,2,1,38.000000,38,,4.026039e-04
GATA3->-PIK3CA,2,1,35.666667,37,,7.095890e-01
PIK3CA->-KMT2C,2,1,33.500000,34,,6.024334e-02
PIK3CA->-MAP3K1,2,1,33.000000,34,,9.517704e-01
CBFB->-PIK3CA,2,1,32.500000,33,,5.003879e-06
TP53->-KMT2C,2,1,29.400000,29,,4.385491e-04
PIK3CA->-CDH1,2,1,28.500000,29,,1.000000e+00
PIK3CA->-ESR1,2,1,27.505464,28,,5.446118e-02
TP53->-NF1,2,1,27.000000,27,,6.019827e-03
PIK3CA->-FOXA1,2,1,27.000000,27,,9.003200e-03
CDH1->-TP53,2,1,25.666667,26,,1.225950e-01
TP53->-KMT2D,2,1,24.000000,24,,3.381294e-04
TP53->-MAP3K1,2,1,23.903146,24,,6.016259e-04
CDH1->-KMT2C,2,1,23.500000,24,,4.673706e-04
PIK3CA->-ARID1A,2,1,20.166667,22,,1.488677e-01
KMT2C->-PIK3CA,2,1,20.000000,22,,9.520070e-01
CBFB->-GATA3,2,1,21.000000,21,,3.393179e-04
TP53->-RB1,2,1,21.000000,21,,9.985064e-03
PIK3CA->-FAT1,2,1,19.253606,19,,2.178522e-03
CDH1->-MAP3K1,2,1,19.000000,19,,1.299739e-03
PIK3CA->-SF3B1,2,1,19.000000,19,,2.452104e-05
AKT1->-TP53,2,1,19.000000,19,,1.258357e-04
TP53->-CDH1,2,1,19.000000,19,,8.255136e-01
CDH1->-ERBB2,2,1,18.928571,19,,9.075309e-02
CDH1->-FOXA1,2,1,18.665753,19,,1.558798e-03
TP53->-NCOR1,2,1,18.661458,19,,1.877764e-02
PIK3CA->-RUNX1,2,1,18.600000,19,,2.603381e-02
TP53->-FAT1,2,1,18.000000,18,,6.062359e-04
CDH1->-TBX3,2,1,17.500000,18,,4.544063e-02
MAP2K4->-PIK3CA,2,1,17.166667,18,,4.960106e-02
PIK3CA->-NCOR1,2,1,17.100000,18,,3.615059e-01
TP53->-ARID1A,2,1,17.000000,18,,1.393389e-03
