pattern,n_nodes,n_edges,s_exp,s_theta,pval_exp,pval_theta
CDH1->-PIK3CA,2,1,101.000000,101,4.112431e-12,
TP53->-PIK3CA,2,1,84.000000,84,2.388716e-02,
PIK3CA->-TP53,2,1,69.000000,69,6.746619e-01,
MAP3K1->-PIK3CA,2,1,48.000000,48,4.201497e-02,
PIK3CA->-GATA3,2,1,42.000000,42,2.381654e-01,
TP53->-PTEN,2,1,38.000000,38,2.463871e-05,
GATA3->-PIK3CA,2,1,37.000000,37,6.574787e-01,
PIK3CA->-KMT2C,2,1,34.000000,34,2.254158e-02,
PIK3CA->-MAP3K1,2,1,33.000000,33,9.446809e-01,
CBFB->-PIK3CA,2,1,33.000000,33,2.659436e-06,
TP53->-KMT2C,2,1,29.000000,29,4.233071e-05,
PIK3CA->-KMT2C TP53->-KMT2C TP53->-PIK3CA,3,3,5.000000,5,4.094786e-02,
PIK3CA->-ESR1,2,1,29.000000,29,2.116263e-02,
PIK3CA->-CDH1,2,1,28.000000,28,1.000000e+00,
PIK3CA->-FOXA1,2,1,27.000000,27,6.492541e-03,
TP53->-NF1,2,1,27.000000,27,4.397361e-03,
CDH1->-TP53,2,1,26.000000,26,1.170565e-01,
TP53->-MAP3K1,2,1,24.000000,24,2.203320e-04,
CDH1->-KMT2C,2,1,24.000000,24,1.447995e-04,
CDH1->-KMT2C CDH1->-PIK3CA PIK3CA->-KMT2C,3,3,7.000000,7,5.110201e-03,
TP53->-KMT2D,2,1,24.000000,24,2.434696e-06,
PIK3CA->-ARID1A,2,1,21.000000,21,1.696252e-01,
TP53->-RB1,2,1,21.000000,21,5.252095e-03,
CBFB->-GATA3,2,1,21.000000,21,2.755819e-04,
CBFB->-GATA3 CBFB->-PIK3CA PIK3CA->-GATA3,3,3,5.000000,5,6.348451e-02,
CBFB->-GATA3 CBFB->-PIK3CA GATA3->-PIK3CA,3,3,6.000000,6,1.728822e-02,
CDH1->-FOXA1,2,1,19.000000,19,6.920245e-04,
CDH1->-FOXA1 CDH1->-PIK3CA PIK3CA->-FOXA1,3,3,8.000000,8,3.071442e-04,
CDH1->-MAP3K1,2,1,19.000000,19,9.601322e-04,
CDH1->-MAP3K1 CDH1->-PIK3CA PIK3CA->-MAP3K1,3,3,8.000000,8,1.257451e-03,
PIK3CA->-SF3B1,2,1,19.000000,19,2.002716e-05,
PIK3CA->-FAT1,2,1,19.000000,19,1.600398e-03,
KMT2C->-PIK3CA,2,1,19.000000,19,9.806415e-01,
CDH1->-KMT2C CDH1->-PIK3CA KMT2C->-PIK3CA,3,3,5.000000,5,7.686909e-02,
AKT1->-TP53,2,1,19.000000,19,5.779056e-05,
TP53->-NCOR1,2,1,19.000000,19,1.035431e-02,
PIK3CA->-RUNX1,2,1,19.000000,19,1.422388e-02,
TP53->-CDH1,2,1,19.000000,19,8.186969e-01,
CDH1->-PIK3CA TP53->-CDH1 TP53->-PIK3CA,3,3,5.000000,5,4.054852e-02,
TP53->-ARID1A,2,1,18.000000,18,5.280559e-04,
CDH1->-ERBB2,2,1,18.000000,18,1.320598e-01,
TP53->-FAT1,2,1,18.000000,18,1.333002e-04,
ESR1->-PIK3CA,2,1,17.000000,17,9.395254e-01,
CDH1->-ARID1A,2,1,17.000000,17,2.731976e-03,
CDH1->-ARID1A CDH1->-PIK3CA PIK3CA->-ARID1A,3,3,5.000000,5,6.379529e-02,
CDH1->-TBX3,2,1,17.000000,17,6.928446e-02,
TBX3->-PIK3CA,2,1,17.000000,17,2.856516e-01,
CDH1->-PIK3CA CDH1->-TBX3 TBX3->-PIK3CA,3,3,5.000000,5,5.943137e-02,
TP53->-GATA3,2,1,17.000000,17,3.608832e-02,
MAP2K4->-PIK3CA,2,1,17.000000,17,8.430207e-02,
PIK3CA->-NCOR1,2,1,17.000000,17,4.377318e-01,
NCOR1->-PIK3CA,2,1,16.000000,16,5.748355e-01,
PIK3CA->-KMT2D,2,1,15.000000,15,9.809057e-03,
PIK3CA->-KMT2D PIK3CA->-TP53 TP53->-KMT2D,3,3,5.000000,5,1.200289e-02,
CDH1->-RUNX1,2,1,15.000000,15,7.155777e-02,
CDH1->-PIK3CA CDH1->-RUNX1 PIK3CA->-RUNX1,3,3,5.000000,5,2.050997e-02,
TP53->-ARID2,2,1,15.000000,15,8.473671e-06,
TP53->-PIK3R1,2,1,15.000000,15,9.631628e-03,
TP53->-PTPRD,2,1,15.000000,15,3.175031e-06,
CDH1->-NCOR1,2,1,15.000000,15,1.926043e-02,
ARID1A->-PIK3CA,2,1,14.000000,14,9.142435e-01,
ARID1A->-PIK3CA CDH1->-ARID1A CDH1->-PIK3CA,3,3,5.000000,5,6.379529e-02,
TP53->-NSD1,2,1,14.000000,14,9.765625e-06,
TP53->-RUNX1,2,1,14.000000,14,1.855684e-02,
PIK3CA->-TBX3,2,1,14.000000,14,6.923835e-01,
PIK3CA->-ATR,2,1,13.000000,13,6.081710e-03,
TP53->-ATR,2,1,13.000000,13,8.008502e-03,
TP53->-CREBBP,2,1,13.000000,13,1.840733e-03,
TP53->-BRCA2,2,1,13.000000,13,1.185152e-03,
CDH1->-ESR1,2,1,13.000000,13,7.314789e-02,
PTEN->-PIK3CA,2,1,13.000000,13,4.735364e-01,
TP53->-STAG2,2,1,13.000000,13,3.391188e-03,
TP53->-KMT2A,2,1,13.000000,13,1.389900e-04,
PIK3CA->-PTEN,2,1,13.000000,13,4.735364e-01,
PIK3CA->-PTEN PIK3CA->-TP53 TP53->-PTEN,3,3,6.000000,6,9.891923e-04,
MEN1->-GATA3,2,1,12.000000,12,2.441406e-04,
PTEN->-TP53,2,1,12.000000,12,9.997811e-01,
PIK3CA->-SPEN,2,1,12.000000,12,6.910137e-02,
MAP3K1->-GATA3,2,1,12.000000,12,4.635592e-01,
GATA3->-PIK3CA MAP3K1->-GATA3 MAP3K1->-PIK3CA,3,3,6.000000,6,3.259174e-02,
FOXA1->-PIK3CA,2,1,12.000000,12,9.916641e-01,
NF1->-TP53,2,1,12.000000,12,9.883053e-01,
NF1->-PIK3CA,2,1,12.000000,12,3.171074e-01,
TP53->-FLT4,2,1,12.000000,12,6.516425e-05,
TP53->-APC,2,1,12.000000,12,4.613607e-04,
PIK3CA->-PTPRT,2,1,12.000000,12,5.123384e-03,
PIK3CA->-RICTOR,2,1,11.000000,11,1.525181e-03,
TP53->-FOXA1,2,1,11.000000,11,5.952825e-02,
PIK3CA->-RB1,2,1,11.000000,11,2.094942e-01,
TP53->-CDKN2A,2,1,11.000000,11,1.566659e-02,
TP53->-PTPRS,2,1,11.000000,11,5.149177e-05,
TP53->-ERBB3,2,1,11.000000,11,6.691952e-05,
TP53->-ATM,2,1,11.000000,11,2.276822e-03,
TP53->-ESR1,2,1,11.000000,11,6.797239e-03,
PIK3CA->-NOTCH4,2,1,11.000000,11,6.855191e-03,
GATA3->-ARID1A,2,1,11.000000,11,3.217370e-01,
GATA3->-MAP3K1,2,1,11.000000,11,6.274648e-01,
TP53->-TBX3,2,1,11.000000,11,1.528060e-01,
ESR1->-GATA3,2,1,11.000000,11,2.106659e-01,
PIK3CA->-ATM,2,1,11.000000,11,2.741860e-01,
TP53->-ALK,2,1,11.000000,11,5.515689e-04,
CDH1->-CBFB,2,1,11.000000,11,2.747260e-01,
CBFB->-PIK3CA CDH1->-CBFB CDH1->-PIK3CA,3,3,5.000000,5,7.647681e-03,
TP53->-FBXW7,2,1,11.000000,11,5.418596e-03,
TP53->-SETD2,2,1,11.000000,11,4.732548e-05,
PIK3CA->-NF1,2,1,10.000000,10,6.479625e-01,
CDH1->-PTEN,2,1,10.000000,10,3.010605e-01,
TP53->-ATRX,2,1,10.000000,10,1.745142e-03,
