pattern,n_nodes,n_edges,s_exp,s_theta,pval_exp,pval_theta
CDH1->-PIK3CA,2,1,100.000000,100,1.233699e-11,
TP53->-PIK3CA,2,1,84.000000,84,3.041416e-02,
PIK3CA->-TP53,2,1,67.000000,67,8.110411e-01,
MAP3K1->-PIK3CA,2,1,48.000000,48,3.889219e-02,
PIK3CA->-GATA3,2,1,39.000000,39,4.191265e-01,
TP53->-PTEN,2,1,38.000000,38,3.459605e-05,
GATA3->-PIK3CA,2,1,36.000000,36,6.810782e-01,
PIK3CA->-KMT2C,2,1,34.000000,34,2.555966e-02,
PIK3CA->-MAP3K1,2,1,34.000000,34,9.087355e-01,
CBFB->-PIK3CA,2,1,33.000000,33,2.998681e-06,
TP53->-KMT2C,2,1,29.000000,29,6.400275e-05,
PIK3CA->-KMT2C TP53->-KMT2C TP53->-PIK3CA,3,3,5.000000,5,4.575452e-02,
PIK3CA->-KMT2C PIK3CA->-TP53 TP53->-KMT2C,3,3,3.000000,3,3.516673e-01,
PIK3CA->-CDH1,2,1,28.000000,28,1.000000e+00,
PIK3CA->-FOXA1,2,1,27.000000,27,5.593303e-03,
PIK3CA->-ESR1,2,1,27.000000,27,5.500439e-02,
TP53->-NF1,2,1,27.000000,27,4.753787e-03,
CDH1->-TP53,2,1,26.000000,26,8.472745e-02,
CDH1->-PIK3CA CDH1->-TP53 TP53->-PIK3CA,3,3,2.000000,2,6.198066e-01,
TP53->-MAP3K1,2,1,25.000000,25,3.420455e-05,
MAP3K1->-PIK3CA TP53->-MAP3K1 TP53->-PIK3CA,3,3,3.000000,3,1.610246e-01,
PIK3CA->-MAP3K1 TP53->-MAP3K1 TP53->-PIK3CA,3,3,2.000000,2,4.297835e-01,
PIK3CA->-MAP3K1 PIK3CA->-TP53 TP53->-MAP3K1,3,3,2.000000,2,4.297835e-01,
TP53->-KMT2D,2,1,24.000000,24,4.607757e-06,
CDH1->-KMT2C,2,1,23.000000,23,5.091027e-04,
CDH1->-KMT2C CDH1->-PIK3CA PIK3CA->-KMT2C,3,3,7.000000,7,3.949907e-03,
CDH1->-KMT2C CDH1->-TP53 TP53->-KMT2C,3,3,2.000000,2,3.346760e-01,
KMT2C->-PIK3CA,2,1,21.000000,21,9.411928e-01,
KMT2C->-PIK3CA TP53->-KMT2C TP53->-PIK3CA,3,3,3.000000,3,3.516673e-01,
CDH1->-KMT2C CDH1->-PIK3CA KMT2C->-PIK3CA,3,3,5.000000,5,6.595902e-02,
TP53->-RB1,2,1,21.000000,21,5.828889e-03,
CBFB->-GATA3,2,1,21.000000,21,3.204925e-04,
CBFB->-GATA3 CBFB->-PIK3CA PIK3CA->-GATA3,3,3,5.000000,5,7.357876e-02,
CBFB->-GATA3 CBFB->-PIK3CA GATA3->-PIK3CA,3,3,6.000000,6,2.102627e-02,
PIK3CA->-ARID1A,2,1,20.000000,20,2.609813e-01,
CDH1->-MAP3K1,2,1,19.000000,19,8.454853e-04,
CDH1->-MAP3K1 CDH1->-PIK3CA MAP3K1->-PIK3CA,3,3,4.000000,4,2.153188e-01,
CDH1->-MAP3K1 CDH1->-PIK3CA PIK3CA->-MAP3K1,3,3,8.000000,8,1.013056e-03,
CDH1->-MAP3K1 CDH1->-TP53 TP53->-MAP3K1,3,3,3.000000,3,1.620370e-02,
PIK3CA->-SF3B1,2,1,19.000000,19,1.186795e-05,
CDH1->-ERBB2,2,1,19.000000,19,5.727964e-02,
PIK3CA->-FAT1,2,1,19.000000,19,1.427603e-03,
AKT1->-TP53,2,1,19.000000,19,6.956477e-05,
TP53->-NCOR1,2,1,19.000000,19,1.467454e-02,
TP53->-CDH1,2,1,19.000000,19,7.678770e-01,
CDH1->-PIK3CA TP53->-CDH1 TP53->-PIK3CA,3,3,5.000000,5,3.858859e-02,
CDH1->-KMT2C TP53->-CDH1 TP53->-KMT2C,3,3,2.000000,2,3.346760e-01,
CDH1->-FOXA1,2,1,18.000000,18,3.670073e-03,
CDH1->-FOXA1 CDH1->-PIK3CA PIK3CA->-FOXA1,3,3,8.000000,8,3.450441e-04,
TP53->-ARID1A,2,1,18.000000,18,4.811119e-04,
PIK3CA->-ARID1A TP53->-ARID1A TP53->-PIK3CA,3,3,2.000000,2,2.991355e-01,
PIK3CA->-ARID1A PIK3CA->-TP53 TP53->-ARID1A,3,3,3.000000,3,8.070997e-02,
CDH1->-TBX3,2,1,18.000000,18,2.407255e-02,
TP53->-FAT1,2,1,18.000000,18,2.411934e-04,
PIK3CA->-FAT1 TP53->-FAT1 TP53->-PIK3CA,3,3,4.000000,4,4.258341e-02,
PIK3CA->-FAT1 PIK3CA->-TP53 TP53->-FAT1,3,3,3.000000,3,1.645093e-01,
PIK3CA->-RUNX1,2,1,18.000000,18,4.084325e-02,
PIK3CA->-NCOR1,2,1,18.000000,18,3.447796e-01,
PIK3CA->-NCOR1 TP53->-NCOR1 TP53->-PIK3CA,3,3,2.000000,2,4.009237e-01,
CDH1->-ARID1A,2,1,17.000000,17,2.793271e-03,
CDH1->-ARID1A CDH1->-PIK3CA PIK3CA->-ARID1A,3,3,4.000000,4,1.854219e-01,
CDH1->-ARID1A PIK3CA->-ARID1A PIK3CA->-CDH1,3,3,2.000000,2,6.927892e-01,
CDH1->-ARID1A CDH1->-TP53 TP53->-ARID1A,3,3,2.000000,2,1.196689e-01,
TBX3->-PIK3CA,2,1,17.000000,17,2.560743e-01,
CDH1->-PIK3CA CDH1->-TBX3 TBX3->-PIK3CA,3,3,5.000000,5,5.166207e-02,
TP53->-GATA3,2,1,17.000000,17,2.712809e-02,
PIK3CA->-GATA3 TP53->-GATA3 TP53->-PIK3CA,3,3,2.000000,2,3.853712e-01,
PIK3CA->-GATA3 PIK3CA->-TP53 TP53->-GATA3,3,3,3.000000,3,1.320543e-01,
ESR1->-PIK3CA,2,1,16.000000,16,9.553877e-01,
NCOR1->-PIK3CA,2,1,16.000000,16,6.135763e-01,
NCOR1->-PIK3CA TP53->-NCOR1 TP53->-PIK3CA,3,3,3.000000,3,1.400298e-01,
MAP2K4->-PIK3CA,2,1,16.000000,16,1.628534e-01,
ARID1A->-PIK3CA,2,1,15.000000,15,8.455801e-01,
ARID1A->-PIK3CA CDH1->-ARID1A CDH1->-PIK3CA,3,3,6.000000,6,1.796272e-02,
PIK3CA->-KMT2D,2,1,15.000000,15,1.263088e-02,
PIK3CA->-KMT2D TP53->-KMT2D TP53->-PIK3CA,3,3,4.000000,4,8.143376e-02,
PIK3CA->-KMT2D PIK3CA->-TP53 TP53->-KMT2D,3,3,5.000000,5,1.962545e-02,
CDH1->-RUNX1,2,1,15.000000,15,7.155777e-02,
CDH1->-PIK3CA CDH1->-RUNX1 PIK3CA->-RUNX1,3,3,4.000000,4,8.342963e-02,
CDH1->-RUNX1 PIK3CA->-CDH1 PIK3CA->-RUNX1,3,3,2.000000,2,5.415330e-01,
TP53->-ARID2,2,1,15.000000,15,3.740182e-06,
TP53->-PIK3R1,2,1,15.000000,15,1.246258e-02,
CDH1->-NCOR1,2,1,15.000000,15,1.861782e-02,
CDH1->-NCOR1 TP53->-CDH1 TP53->-NCOR1,3,3,2.000000,2,3.720663e-01,
CDH1->-NCOR1 CDH1->-PIK3CA PIK3CA->-NCOR1,3,3,3.000000,3,2.068639e-01,
CDH1->-NCOR1 CDH1->-PIK3CA NCOR1->-PIK3CA,3,3,4.000000,4,6.139969e-02,
TP53->-RUNX1,2,1,14.000000,14,2.228541e-02,
PIK3CA->-RUNX1 PIK3CA->-TP53 TP53->-RUNX1,3,3,2.000000,2,1.962449e-01,
CDH1->-RUNX1 CDH1->-TP53 TP53->-RUNX1,3,3,2.000000,2,7.407407e-02,
TP53->-ATR,2,1,14.000000,14,2.339699e-03,
PIK3CA->-TBX3,2,1,14.000000,14,6.615089e-01,
CDH1->-PIK3CA CDH1->-TBX3 PIK3CA->-TBX3,3,3,3.000000,3,3.691632e-01,
TP53->-PTPRD,2,1,14.000000,14,4.868222e-05,
TP53->-BRCA2,2,1,13.000000,13,1.713522e-03,
CDH1->-ESR1,2,1,13.000000,13,7.094472e-02,
CDH1->-ESR1 CDH1->-PIK3CA PIK3CA->-ESR1,3,3,4.000000,4,8.701989e-03,
TP53->-KMT2A,2,1,13.000000,13,1.701969e-04,
PIK3CA->-PTEN,2,1,13.000000,13,4.197044e-01,
PIK3CA->-PTEN TP53->-PIK3CA TP53->-PTEN,3,3,2.000000,2,4.829571e-01,
PIK3CA->-PTEN PIK3CA->-TP53 TP53->-PTEN,3,3,6.000000,6,1.718090e-03,
MEN1->-GATA3,2,1,12.000000,12,2.441406e-04,
TP53->-NSD1,2,1,12.000000,12,8.618040e-04,
PTEN->-TP53,2,1,12.000000,12,9.998351e-01,
TP53->-CREBBP,2,1,12.000000,12,1.263203e-02,
PIK3CA->-SPEN,2,1,12.000000,12,7.120335e-02,
MAP3K1->-GATA3,2,1,12.000000,12,4.439773e-01,
