pattern,n_nodes,n_edges,s_exp,s_theta,pval_exp,pval_theta
CDH1->-PIK3CA,2,1,101.000000,101,5.049396e-12,
TP53->-PIK3CA,2,1,84.000000,84,1.897365e-02,
PIK3CA->-TP53,2,1,68.000000,68,6.990348e-01,
MAP3K1->-PIK3CA,2,1,49.000000,49,2.164614e-02,
PIK3CA->-GATA3,2,1,43.000000,43,1.541938e-01,
TP53->-PTEN,2,1,38.000000,38,2.265453e-05,
GATA3->-PIK3CA,2,1,37.000000,37,6.275995e-01,
PIK3CA->-KMT2C,2,1,33.000000,33,4.464928e-02,
CBFB->-PIK3CA,2,1,33.000000,33,3.914938e-06,
PIK3CA->-MAP3K1,2,1,32.000000,32,9.599590e-01,
TP53->-KMT2C,2,1,29.000000,29,4.982943e-05,
PIK3CA->-KMT2C TP53->-KMT2C TP53->-PIK3CA,3,3,4.000000,4,1.467916e-01,
PIK3CA->-KMT2C PIK3CA->-TP53 TP53->-KMT2C,3,3,3.000000,3,3.531957e-01,
PIK3CA->-CDH1,2,1,28.000000,28,1.000000e+00,
PIK3CA->-FOXA1,2,1,27.000000,27,6.524683e-03,
PIK3CA->-ESR1,2,1,27.000000,27,5.510247e-02,
TP53->-NF1,2,1,27.000000,27,2.871610e-03,
CDH1->-TP53,2,1,25.000000,25,1.647346e-01,
CDH1->-PIK3CA CDH1->-TP53 TP53->-PIK3CA,3,3,2.000000,2,6.307945e-01,
CDH1->-PIK3CA CDH1->-TP53 PIK3CA->-TP53,3,3,2.000000,2,6.307945e-01,
TP53->-MAP3K1,2,1,24.000000,24,7.200799e-05,
MAP3K1->-PIK3CA TP53->-MAP3K1 TP53->-PIK3CA,3,3,3.000000,3,1.166025e-01,
PIK3CA->-MAP3K1 PIK3CA->-TP53 TP53->-MAP3K1,3,3,2.000000,2,3.612853e-01,
CDH1->-KMT2C,2,1,24.000000,24,1.257629e-04,
CDH1->-KMT2C CDH1->-PIK3CA PIK3CA->-KMT2C,3,3,7.000000,7,4.482375e-03,
CDH1->-KMT2C CDH1->-TP53 TP53->-KMT2C,3,3,2.000000,2,3.598629e-01,
TP53->-KMT2D,2,1,24.000000,24,6.574020e-06,
KMT2C->-PIK3CA,2,1,21.000000,21,9.389782e-01,
