pattern,n_nodes,n_edges,s_exp,s_theta,pval_exp,pval_theta
CDH1->-CREBBP CDH1->-PIK3CA PIK3CA->-CREBBP,3,3,4.000000,4,1.540979e-02,
KMT2C->-TP53,2,1,8.000000,8,9.993144e-01,
RB1->-TP53,2,1,8.000000,8,9.909347e-01,
TP53->-BAP1,2,1,8.000000,8,1.116572e-02,
RUNX1->-CDH1,2,1,8.000000,8,9.322646e-01,
CDH1->-PIK3CA RUNX1->-CDH1 RUNX1->-PIK3CA,3,3,2.000000,2,5.890580e-01,
PIK3CA->-CDH1 RUNX1->-CDH1 RUNX1->-PIK3CA,3,3,2.000000,2,5.890580e-01,
CBFB->-MAP3K1,2,1,8.000000,8,5.468750e-02,
CBFB->-MAP3K1 CBFB->-PIK3CA MAP3K1->-PIK3CA,3,3,6.000000,6,4.411723e-04,
CBFB->-GATA3 CBFB->-MAP3K1 MAP3K1->-GATA3,3,3,2.000000,2,1.319444e-01,
CDH1->-NF1,2,1,8.000000,8,2.316059e-01,
CDH1->-NF1 CDH1->-PIK3CA PIK3CA->-NF1,3,3,3.000000,3,1.266525e-01,
CDH1->-PTPRD,2,1,8.000000,8,7.378783e-03,
CDH1->-PTPRD CDH1->-TP53 TP53->-PTPRD,3,3,3.000000,3,3.407904e-02,
CDH1->-PTPRD TP53->-CDH1 TP53->-PTPRD,3,3,2.000000,2,1.881927e-01,
CDH1->-PIK3CA CDH1->-PTPRD PIK3CA->-PTPRD,3,3,2.000000,2,1.106588e-01,
CDH1->-PTPRD PIK3CA->-CDH1 PIK3CA->-PTPRD,3,3,2.000000,2,1.106588e-01,
CDH1->-APC,2,1,8.000000,8,3.282501e-03,
TP53->-BRCA1,2,1,8.000000,8,1.877894e-02,
PIK3CA->-IGF1R,2,1,7.000000,7,2.266082e-03,
TP53->-DNMT1,2,1,7.000000,7,2.430556e-03,
CDH1->-KMT2D,2,1,7.000000,7,1.873122e-02,
CDH1->-KMT2D CDH1->-PIK3CA PIK3CA->-KMT2D,3,3,2.000000,2,2.362403e-01,
CDH1->-KMT2D PIK3CA->-CDH1 PIK3CA->-KMT2D,3,3,2.000000,2,2.362403e-01,
PIK3CA->-NSD1,2,1,7.000000,7,6.657033e-02,
CDH1->-EPHB1,2,1,7.000000,7,4.216270e-03,
CDH1->-EPHB1 CDH1->-TP53 TP53->-EPHB1,3,3,3.000000,3,2.873890e-03,
PIK3CA->-ANKRD11,2,1,7.000000,7,8.560793e-02,
PIK3CA->-ANKRD11 TP53->-ANKRD11 TP53->-PIK3CA,3,3,4.000000,4,1.047450e-03,
PIK3CA->-BRCA2,2,1,7.000000,7,2.526569e-01,
CDH1->-BRCA2 CDH1->-PIK3CA CDH1->-TBX3 PIK3CA->-BRCA2 TBX3->-BRCA2 TBX3->-PIK3CA,4,6,2.000000,2,1.240079e-03,
PIK3CA->-DNMT3A,2,1,7.000000,7,2.587710e-02,
CDH1->-PTPRS,2,1,7.000000,7,3.895355e-03,
CDH1->-PTPRS CDH1->-TP53 TP53->-PTPRS,3,3,2.000000,2,1.881092e-02,
TP53->-MDC1,2,1,7.000000,7,3.858883e-02,
MAP3K1->-ERBB3,2,1,7.000000,7,3.137036e-03,
PIK3CA->-ROS1,2,1,7.000000,7,1.230677e-01,
GATA3->-SPEN,2,1,7.000000,7,2.367918e-01,
MAP3K1->-ARID1A,2,1,7.000000,7,1.170158e-01,
MAP3K1->-ARID1A MAP3K1->-PIK3CA PIK3CA->-ARID1A,3,3,4.000000,4,2.172580e-02,
GATA3->-ARID1A MAP3K1->-ARID1A MAP3K1->-GATA3,3,3,3.000000,3,4.629630e-03,
PIK3CA->-RAD50,2,1,7.000000,7,4.193421e-02,
TP53->-DDR2,2,1,7.000000,7,1.750078e-02,
TP53->-PIK3CG,2,1,7.000000,7,1.152760e-02,
CDH1->-FAT1,2,1,7.000000,7,2.423701e-02,
CDH1->-FAT1 CDH1->-PIK3CA PIK3CA->-FAT1,3,3,2.000000,2,9.680522e-02,
CDH1->-ERBB3,2,1,7.000000,7,4.765625e-02,
CDH1->-SPEN,2,1,7.000000,7,1.700521e-01,
CDH1->-PIK3CA CDH1->-SPEN PIK3CA->-SPEN,3,3,2.000000,2,7.407407e-02,
PIK3CA->-PIK3C2G,2,1,7.000000,7,1.461106e-02,
PIK3CA->-PTPRS,2,1,7.000000,7,2.687877e-01,
PIK3CA->-PTPRS PIK3CA->-TP53 TP53->-PTPRS,3,3,3.000000,3,1.560892e-02,
PIK3CA->-DICER1,2,1,7.000000,7,2.390850e-02,
NCOR1->-GATA3,2,1,7.000000,7,2.686543e-02,
PIK3CA->-AR,2,1,7.000000,7,6.781851e-02,
