pattern,n_nodes,n_edges,s_exp,s_theta,pval_exp,pval_theta
CDH1->-PIK3CA,2,1,100.000000,99,,4.999750e-05
TP53->-PIK3CA,2,1,84.000000,83,,2.256458e-03
PIK3CA->-TP53,2,1,68.434553,66,,4.850489e-01
MAP3K1->-PIK3CA,2,1,48.000000,47,,2.388424e-02
PIK3CA->-GATA3,2,1,41.155500,38,,3.114859e-01
TP53->-PTEN,2,1,38.000000,38,,5.390463e-05
GATA3->-PIK3CA,2,1,35.666667,34,,6.636841e-01
PIK3CA->-KMT2C,2,1,33.500000,33,,1.785974e-02
PIK3CA->-MAP3K1,2,1,33.000000,32,,9.164945e-01
CBFB->-PIK3CA,2,1,32.500000,32,,4.937239e-06
TP53->-KMT2C,2,1,29.400000,29,,5.365478e-05
PIK3CA->-CDH1,2,1,28.500000,28,,1.000000e+00
TP53->-NF1,2,1,27.000000,27,,1.541834e-03
PIK3CA->-FOXA1,2,1,27.000000,27,,2.324874e-03
PIK3CA->-ESR1,2,1,27.505464,26,,3.356540e-02
CDH1->-TP53,2,1,25.666667,25,,7.640094e-02
TP53->-KMT2D,2,1,24.000000,24,,5.030006e-05
TP53->-MAP3K1,2,1,23.903146,23,,1.057801e-04
CDH1->-KMT2C,2,1,23.500000,23,,2.172281e-04
CBFB->-GATA3,2,1,21.000000,21,,1.091260e-04
TP53->-RB1,2,1,21.000000,21,,2.292598e-03
CDH1->-MAP3K1,2,1,19.000000,19,,5.688474e-04
PIK3CA->-SF3B1,2,1,19.000000,19,,5.274430e-06
AKT1->-TP53,2,1,19.000000,19,,6.426710e-06
TP53->-CDH1,2,1,19.000000,19,,6.585908e-01
PIK3CA->-ARID1A,2,1,20.166667,18,,3.469019e-01
KMT2C->-PIK3CA,2,1,20.000000,18,,9.785376e-01
PIK3CA->-FAT1,2,1,19.253606,18,,2.281707e-03
CDH1->-ERBB2,2,1,18.928571,18,,7.819228e-02
CDH1->-FOXA1,2,1,18.665753,18,,1.884290e-03
TP53->-NCOR1,2,1,18.661458,18,,1.638425e-02
PIK3CA->-RUNX1,2,1,18.600000,18,,2.632392e-02
TP53->-FAT1,2,1,18.000000,18,,6.076730e-05
CDH1->-TBX3,2,1,17.500000,17,,2.809012e-02
TP53->-GATA3,2,1,17.256098,17,,8.788973e-03
TBX3->-PIK3CA,2,1,17.000000,17,,1.969253e-01
MAP2K4->-PIK3CA,2,1,17.166667,16,,1.104569e-01
PIK3CA->-NCOR1,2,1,17.100000,16,,5.045669e-01
TP53->-ARID1A,2,1,17.000000,16,,9.995909e-04
ESR1->-PIK3CA,2,1,16.500000,16,,8.902043e-01
NCOR1->-PIK3CA,2,1,16.000000,16,,5.038092e-01
CDH1->-ARID1A,2,1,16.100000,15,,1.551696e-02
CDH1->-RUNX1,2,1,15.000000,15,,4.961601e-02
CDH1->-NCOR1,2,1,15.000000,15,,1.619204e-02
TP53->-ARID2,2,1,15.000000,15,,5.070335e-05
TP53->-PIK3R1,2,1,15.000000,15,,2.086414e-03
PIK3CA->-TBX3,2,1,14.500000,14,,5.913524e-01
ARID1A->-PIK3CA,2,1,14.500000,14,,8.320962e-01
PIK3CA->-KMT2D,2,1,14.333333,14,,1.421775e-02
TP53->-ATR,2,1,14.000000,13,,1.973291e-03
TP53->-PTPRD,2,1,13.903458,13,,1.457512e-04
TP53->-RUNX1,2,1,13.500000,13,,4.070058e-02
TP53->-BRCA2,2,1,13.500000,13,,2.497427e-04
TP53->-KMT2A,2,1,13.000000,13,,6.440782e-05
CDH1->-ESR1,2,1,13.000000,13,,5.859936e-02
PIK3CA->-PTEN,2,1,13.000000,13,,3.026778e-01
TP53->-NSD1,2,1,13.000000,12,,4.642480e-04
PIK3CA->-ATR,2,1,13.000000,12,,1.641400e-02
TP53->-CREBBP,2,1,12.666667,12,,1.373849e-03
TP53->-STAG2,2,1,12.500000,12,,5.221916e-03
TP53->-FLT4,2,1,12.000000,12,,5.327364e-05
PIK3CA->-SPEN,2,1,12.000000,12,,2.482515e-02
TP53->-APC,2,1,12.000000,12,,1.799720e-04
MEN1->-GATA3,2,1,12.000000,12,,2.441406e-04
NF1->-PIK3CA,2,1,12.000000,12,,2.365232e-01
NF1->-TP53,2,1,12.000000,12,,9.747526e-01
PTEN->-PIK3CA,2,1,11.900000,11,,6.128958e-01
TP53->-ALK,2,1,11.697406,11,,2.802340e-04
TP53->-TBX3,2,1,11.505208,11,,5.859205e-02
PTEN->-TP53,2,1,11.500000,11,,9.997792e-01
MAP3K1->-GATA3,2,1,11.500000,11,,5.124955e-01
CDH1->-CBFB,2,1,11.500000,11,,2.268278e-01
FOXA1->-PIK3CA,2,1,11.500000,11,,9.926072e-01
TP53->-ESR1,2,1,11.400000,11,,1.287055e-03
PIK3CA->-ATM,2,1,11.000000,11,,1.347152e-01
TP53->-ATM,2,1,11.000000,11,,1.638004e-04
TP53->-CDKN2A,2,1,11.000000,11,,8.081194e-03
PIK3CA->-RB1,2,1,11.000000,11,,2.076074e-01
