resample,min_pval_exp,min_pval_theta
0,2.531812e-03,1.037206e-02
1,3.436428e-03,4.439947e-03
2,3.045934e-03,3.045934e-03
3,8.461394e-04,3.626150e-03
4,4.910714e-03,4.910714e-03
5,7.470735e-04,1.520891e-03
6,1.576237e-03,1.204607e-03
7,6.117082e-04,5.688474e-04
8,7.471125e-04,3.826684e-03
9,7.136749e-04,3.209876e-03
10,2.873401e-03,5.688677e-03
11,5.480865e-03,4.497060e-03
12,2.091327e-03,2.091327e-03
13,2.339742e-03,8.263504e-03
14,2.242744e-03,2.242744e-03
15,6.517456e-04,6.517207e-04
16,7.306271e-04,7.296093e-04
17,2.160501e-03,6.240406e-03
18,1.714678e-05,1.714678e-05
19,5.492482e-04,2.151883e-03
20,3.826684e-03,3.826684e-03
21,3.990858e-04,3.974464e-04
22,6.773794e-04,6.702294e-04
23,4.532227e-04,4.294487e-04
24,2.353352e-03,4.308466e-03
25,1.362339e-03,1.171313e-03
26,1.922381e-03,2.986111e-03
27,4.413581e-04,4.413581e-04
28,3.666632e-04,5.545684e-04
29,1.226216e-03,2.522491e-03
30,5.958333e-04,5.757660e-04
31,6.226365e-04,1.686575e-03
32,1.811533e-03,2.291600e-03
33,5.872178e-03,1.105663e-02
34,1.498197e-03,5.183436e-03
35,2.009452e-03,2.165822e-03
36,5.756361e-03,1.826089e-02
37,7.928170e-04,7.928170e-04
38,3.569807e-04,4.010950e-04
39,2.468359e-03,2.419297e-03
40,7.498605e-03,9.698537e-03
41,1.507970e-03,1.694746e-03
42,4.853144e-03,7.024004e-03
43,6.835429e-04,5.931682e-04
44,4.166667e-03,4.166667e-03
45,1.630640e-03,2.480170e-03
46,2.318800e-03,2.274905e-03
47,1.527697e-03,1.527697e-03
48,3.110877e-03,6.937271e-03
49,1.318342e-03,1.647102e-03
50,4.697251e-04,4.647371e-04
51,1.096781e-03,5.864366e-03
52,1.089446e-03,3.603785e-03
53,1.096047e-03,1.498110e-03
54,1.840973e-04,1.811504e-04
55,1.790670e-03,1.790670e-03
56,3.906250e-04,5.102466e-04
57,2.608706e-03,2.566844e-03
58,1.201640e-03,2.165822e-03
59,1.246423e-03,5.318616e-03
60,2.515539e-03,2.515539e-03
61,3.598582e-03,3.058725e-03
62,6.546875e-03,6.105587e-03
63,1.260394e-03,3.056556e-03
64,2.396027e-03,3.210903e-03
65,2.501090e-03,5.225955e-03
66,1.242591e-03,2.879231e-03
67,3.295338e-03,6.655316e-03
68,8.804573e-04,3.056556e-03
69,8.022089e-04,6.552661e-04
70,2.048134e-03,1.893762e-03
71,2.246880e-03,7.777855e-03
72,4.074206e-04,9.218965e-04
73,7.551579e-04,7.244895e-04
74,3.061083e-03,5.110385e-03
75,1.632973e-03,1.411240e-03
76,1.118953e-03,4.385260e-03
77,2.862758e-04,2.768986e-04
78,1.146083e-03,3.906250e-03
79,1.543174e-03,2.096318e-03
80,1.363495e-03,7.746099e-03
81,6.224777e-03,1.383399e-02
82,8.515822e-04,1.597042e-03
83,1.709895e-03,3.210903e-03
84,6.078638e-04,9.010812e-04
85,4.410053e-04,7.484597e-04
86,2.292323e-03,2.608448e-03
87,1.186330e-03,2.929721e-03
88,2.956814e-03,9.199735e-03
89,1.503849e-03,1.503849e-03
90,2.128788e-03,2.033666e-03
91,8.848050e-04,1.558224e-03
92,3.884744e-03,3.572849e-03
93,1.340032e-03,1.340032e-03
94,6.644376e-04,6.644376e-04
95,1.386804e-04,1.378981e-04
96,2.200878e-04,1.735821e-04
97,6.168509e-03,8.821764e-03
98,4.910714e-03,4.910714e-03
99,3.879881e-03,6.590065e-03
100,1.330301e-03,1.040550e-03
101,1.541846e-03,1.460500e-03
102,1.804673e-03,1.804673e-03
103,3.936928e-03,4.080841e-03
104,9.547977e-04,1.979053e-03
105,3.208351e-03,3.208351e-03
106,9.161898e-04,9.161898e-04
107,7.073465e-04,7.073465e-04
108,1.355125e-03,1.305384e-03
109,5.942042e-04,1.410341e-03
110,1.521003e-03,1.445368e-03
111,4.748033e-03,9.653688e-03
112,1.991397e-03,9.178825e-03
113,1.629762e-03,2.675269e-03
114,1.542887e-03,2.489901e-03
115,2.994113e-03,2.994113e-03
116,2.277713e-03,2.742790e-03
117,1.389464e-03,3.619378e-03
118,2.386527e-03,2.338338e-03
119,6.913517e-04,6.805388e-04
120,1.619597e-03,2.075590e-03
121,1.090893e-03,1.880787e-03
122,5.854775e-03,7.814551e-03
123,9.053141e-04,1.965876e-03
124,3.733188e-03,6.048234e-03
125,2.480159e-03,2.294122e-03
126,5.449722e-03,5.318616e-03
127,1.592976e-03,5.807588e-03
128,1.412770e-03,4.068278e-03
129,1.431722e-03,1.578053e-03
130,3.407279e-03,6.973866e-03
131,5.332341e-04,5.332341e-04
132,3.513285e-03,5.462884e-03
133,2.343750e-03,5.282738e-03
134,4.282541e-03,5.282738e-03
135,1.453520e-03,5.318616e-03
136,7.307410e-04,2.620490e-03
137,5.587350e-04,9.455568e-04
138,8.518474e-04,2.251361e-03
139,1.682950e-03,1.682950e-03
140,9.490482e-04,9.455568e-04
141,8.709890e-04,8.627750e-04
142,2.137133e-03,2.784450e-03
143,2.812221e-03,3.082089e-03
144,1.393312e-03,2.748247e-03
145,3.570306e-03,2.890581e-03
146,2.005208e-03,2.005208e-03
147,1.056516e-03,9.747433e-04
148,1.258016e-03,1.179630e-03
149,1.294707e-03,4.166667e-03
150,1.110498e-03,1.110498e-03
151,1.189297e-03,1.189297e-03
152,2.511976e-03,2.566844e-03
153,5.579683e-04,7.190136e-04
154,1.263532e-03,3.009380e-03
155,6.442841e-04,6.052329e-04
156,2.848531e-03,2.309955e-03
157,7.977897e-04,7.507801e-04
158,3.214963e-05,3.214276e-05
159,4.037698e-03,3.807748e-03
160,1.633308e-03,4.926269e-03
161,4.154675e-03,3.913452e-03
162,3.473080e-03,3.217863e-03
163,1.300095e-03,1.515056e-03
164,3.563220e-03,5.318616e-03
165,1.311199e-03,2.165822e-03
166,3.074890e-03,6.752678e-03
167,2.069593e-03,2.313939e-03
168,2.455777e-03,2.455777e-03
169,1.880787e-03,1.880787e-03
170,4.613095e-03,4.613095e-03
171,1.715522e-03,1.307387e-03
172,1.011343e-03,9.834838e-04
173,2.084213e-03,2.084213e-03
174,9.502167e-04,9.502167e-04
175,1.700109e-03,1.700109e-03
176,2.407088e-03,1.516851e-03
177,1.654449e-03,5.102041e-03
178,2.956721e-03,2.549856e-03
179,2.802315e-03,5.318616e-03
180,2.974354e-03,1.077508e-02
181,2.479060e-03,2.178472e-03
182,1.483785e-03,1.099666e-03
183,6.984087e-04,1.257519e-03
184,1.428987e-03,3.177006e-03
185,2.061674e-03,1.961239e-03
186,4.769273e-03,7.619048e-03
187,7.634809e-04,2.400443e-03
188,1.482530e-03,1.607947e-03
189,2.323661e-03,2.323661e-03
190,1.600081e-03,4.893634e-03
191,3.407279e-03,3.431823e-03
192,5.185250e-03,6.700780e-03
193,3.920037e-04,4.856507e-04
194,5.971624e-04,5.765360e-04
195,1.215247e-03,1.823679e-03
196,1.617384e-03,1.617384e-03
197,4.091266e-03,3.002073e-03
198,1.862821e-03,1.358440e-03
199,2.119642e-03,2.119642e-03
200,4.069364e-04,4.068318e-04
201,2.012930e-03,9.546732e-03
202,3.469249e-03,3.796354e-03
203,3.380956e-03,1.141444e-02
204,5.905853e-04,5.955071e-03
205,1.269467e-03,2.095270e-03
206,1.620742e-03,1.620742e-03
207,2.775840e-03,1.917039e-03
208,4.415813e-03,7.619048e-03
209,1.201484e-03,1.716786e-03
210,2.336119e-03,2.336119e-03
211,1.156915e-03,1.719267e-03
212,3.922180e-04,6.273951e-04
213,1.196268e-03,5.555556e-03
214,3.638337e-03,3.455183e-03
215,6.045898e-04,7.296093e-04
216,2.117120e-03,2.809540e-03
217,4.253009e-04,4.253009e-04
218,9.699632e-04,1.958081e-03
219,2.459306e-03,2.133397e-03
220,2.083218e-03,2.083218e-03
221,1.710697e-03,1.710697e-03
222,3.958076e-03,9.178825e-03
223,4.886289e-04,4.846411e-04
224,4.131326e-04,4.131326e-04
225,2.267607e-03,4.664623e-03
226,7.307410e-04,8.042125e-04
227,3.053590e-04,3.052904e-04
228,3.324235e-04,3.070270e-04
229,2.608706e-03,2.566844e-03
230,2.098216e-03,2.098216e-03
231,4.213308e-03,3.978671e-03
232,4.182253e-03,4.259210e-03
233,3.084694e-03,2.472417e-03
234,4.603035e-04,6.625647e-04
235,5.844961e-03,8.577002e-03
236,1.443450e-03,5.766360e-03
237,2.765414e-03,8.530860e-03
238,1.842572e-03,4.050073e-03
239,6.323032e-04,2.159334e-03
240,2.781415e-03,2.579878e-03
241,4.791971e-03,6.091123e-03
242,2.011363e-03,7.803000e-04
243,7.190136e-04,7.190136e-04
244,4.549285e-04,1.431593e-03
245,3.696165e-04,5.020795e-04
246,3.557728e-03,2.856430e-03
247,4.798094e-04,1.512702e-03
248,1.519056e-03,1.474712e-03
249,1.214647e-03,4.429169e-03
250,1.026113e-03,1.648003e-03
251,2.005208e-03,2.005208e-03
252,5.243412e-03,5.225955e-03
253,2.151703e-03,2.100967e-03
254,9.621576e-04,2.470667e-03
255,5.568620e-04,5.560455e-04
256,1.706936e-03,8.158721e-03
257,1.091432e-03,5.955071e-03
258,8.117397e-04,9.567134e-04
259,9.490482e-04,9.455568e-04
260,2.608706e-03,2.566844e-03
261,1.023700e-03,1.578053e-03
262,9.549891e-03,9.332991e-03
263,1.883895e-03,3.577500e-03
264,1.041774e-03,2.396400e-03
265,1.313054e-03,1.313054e-03
266,1.686575e-03,1.686575e-03
267,6.474070e-04,6.473775e-04
268,3.857406e-04,6.571820e-04
269,2.576885e-03,2.576885e-03
270,8.313695e-04,8.313695e-04
271,1.018320e-03,1.018320e-03
272,1.037044e-03,2.669131e-03
273,6.796116e-04,6.649256e-04
274,1.824789e-03,1.824789e-03
275,1.861563e-03,1.861563e-03
276,2.790834e-03,2.415755e-03
277,3.093575e-03,3.093575e-03
278,1.101178e-03,4.017774e-03
279,4.166667e-03,4.166667e-03
280,7.624474e-03,9.489303e-03
281,1.722253e-05,1.666604e-05
282,3.741710e-03,3.741428e-03
283,5.240885e-03,4.882812e-03
284,1.512024e-03,1.468366e-03
285,1.265178e-03,2.814570e-03
286,6.403138e-04,6.403138e-04
287,1.759738e-03,1.767996e-03
288,8.055361e-04,8.020166e-04
289,9.694114e-04,4.180347e-03
290,6.348642e-04,1.310180e-03
291,1.037656e-03,1.461623e-03
292,4.010568e-03,4.010568e-03
293,2.796838e-03,2.385377e-03
294,2.866182e-03,4.171519e-03
295,2.039003e-03,2.039003e-03
296,1.030937e-03,1.015630e-03
297,4.354518e-04,8.527234e-04
298,3.952552e-03,3.952552e-03
299,4.742216e-03,4.224703e-03
300,5.899262e-04,1.533792e-03
301,1.578546e-03,2.095620e-03
302,1.661700e-03,1.258526e-03
303,8.855677e-04,8.270232e-04
304,1.823761e-03,1.823761e-03
305,1.135440e-03,1.135440e-03
306,1.429906e-03,1.392844e-03
307,3.843638e-03,5.308641e-03
308,1.032525e-03,9.368597e-04
309,1.015022e-04,1.015022e-04
310,2.883432e-03,4.853887e-03
311,1.338770e-03,1.184220e-03
312,1.668362e-03,8.998667e-03
313,3.610393e-03,5.209722e-03
314,1.319949e-03,1.272083e-03
315,1.693927e-03,1.025712e-02
316,6.398918e-04,2.007642e-03
317,2.814747e-03,7.161787e-03
318,4.798094e-04,4.941806e-04
319,2.647039e-03,2.018524e-03
320,4.664623e-03,4.664623e-03
321,2.395391e-03,2.348701e-03
322,1.858169e-03,1.587035e-03
323,3.885786e-03,4.166667e-03
324,9.868362e-04,2.143702e-03
325,4.292486e-04,9.388683e-04
326,8.883231e-04,2.877530e-03
327,8.302656e-04,1.170939e-03
328,3.908258e-03,3.641306e-03
329,1.050305e-03,3.840519e-03
330,2.488465e-03,5.468004e-03
331,1.102941e-03,3.614773e-03
332,1.589621e-03,1.578053e-03
