pattern,n_nodes,n_edges,s_exp,s_theta,pval_exp,pval_theta
CDH1->-PIK3CA,2,1,99.000000,99,4.065180e-11,
TP53->-PIK3CA,2,1,84.000000,84,2.673467e-02,
PIK3CA->-TP53,2,1,69.000000,69,6.908780e-01,
MAP3K1->-PIK3CA,2,1,47.000000,47,6.496905e-02,
PIK3CA->-GATA3,2,1,42.000000,42,2.132607e-01,
TP53->-PTEN,2,1,38.000000,38,2.408557e-05,
GATA3->-PIK3CA,2,1,36.000000,36,7.083207e-01,
PIK3CA->-KMT2C,2,1,33.000000,33,5.029366e-02,
PIK3CA->-MAP3K1,2,1,33.000000,33,9.435068e-01,
CBFB->-PIK3CA,2,1,33.000000,33,2.571014e-06,
TP53->-KMT2C,2,1,29.000000,29,6.513043e-05,
PIK3CA->-KMT2C TP53->-KMT2C TP53->-PIK3CA,3,3,4.000000,4,1.431578e-01,
PIK3CA->-KMT2C PIK3CA->-TP53 TP53->-KMT2C,3,3,3.000000,3,3.478791e-01,
PIK3CA->-CDH1,2,1,29.000000,29,1.000000e+00,
PIK3CA->-ESR1,2,1,28.000000,28,3.584296e-02,
PIK3CA->-FOXA1,2,1,27.000000,27,5.164522e-03,
TP53->-NF1,2,1,27.000000,27,4.062289e-03,
CDH1->-TP53,2,1,26.000000,26,1.226301e-01,
CDH1->-PIK3CA CDH1->-TP53 TP53->-PIK3CA,3,3,2.000000,2,6.500994e-01,
CDH1->-PIK3CA CDH1->-TP53 PIK3CA->-TP53,3,3,3.000000,3,3.584455e-01,
CDH1->-KMT2C,2,1,24.000000,24,1.233829e-04,
CDH1->-KMT2C CDH1->-PIK3CA PIK3CA->-KMT2C,3,3,7.000000,7,3.801206e-03,
CDH1->-KMT2C CDH1->-TP53 TP53->-KMT2C,3,3,2.000000,2,3.683610e-01,
TP53->-KMT2D,2,1,24.000000,24,2.891317e-06,
TP53->-MAP3K1,2,1,23.000000,23,5.849625e-04,
MAP3K1->-PIK3CA TP53->-MAP3K1 TP53->-PIK3CA,3,3,2.000000,2,3.530567e-01,
PIK3CA->-MAP3K1 PIK3CA->-TP53 TP53->-MAP3K1,3,3,2.000000,2,3.530567e-01,
KMT2C->-PIK3CA,2,1,21.000000,21,9.450216e-01,
KMT2C->-PIK3CA TP53->-KMT2C TP53->-PIK3CA,3,3,3.000000,3,3.478791e-01,
CDH1->-KMT2C CDH1->-PIK3CA KMT2C->-PIK3CA,3,3,5.000000,5,6.445215e-02,
PIK3CA->-ARID1A,2,1,21.000000,21,1.725052e-01,
TP53->-RB1,2,1,21.000000,21,6.440053e-03,
CBFB->-GATA3,2,1,21.000000,21,2.755819e-04,
CBFB->-GATA3 CBFB->-PIK3CA PIK3CA->-GATA3,3,3,5.000000,5,6.348451e-02,
CBFB->-GATA3 CBFB->-PIK3CA GATA3->-PIK3CA,3,3,6.000000,6,1.728822e-02,
CDH1->-ERBB2,2,1,20.000000,20,2.495506e-02,
PIK3CA->-FAT1,2,1,20.000000,20,2.550845e-04,
CDH1->-FOXA1,2,1,19.000000,19,8.210228e-04,
CDH1->-FOXA1 CDH1->-PIK3CA PIK3CA->-FOXA1,3,3,8.000000,8,3.450441e-04,
CDH1->-MAP3K1,2,1,19.000000,19,9.289267e-04,
CDH1->-MAP3K1 CDH1->-PIK3CA MAP3K1->-PIK3CA,3,3,4.000000,4,2.261191e-01,
CDH1->-MAP3K1 CDH1->-PIK3CA PIK3CA->-MAP3K1,3,3,8.000000,8,1.175986e-03,
CDH1->-MAP3K1 CDH1->-TP53 TP53->-MAP3K1,3,3,3.000000,3,1.620370e-02,
PIK3CA->-SF3B1,2,1,19.000000,19,1.398722e-05,
AKT1->-TP53,2,1,19.000000,19,5.141147e-05,
PIK3CA->-RUNX1,2,1,19.000000,19,1.709652e-02,
TP53->-CDH1,2,1,19.000000,19,8.253531e-01,
CDH1->-PIK3CA TP53->-CDH1 TP53->-PIK3CA,3,3,5.000000,5,4.804533e-02,
CDH1->-KMT2C TP53->-CDH1 TP53->-KMT2C,3,3,3.000000,3,1.189042e-01,
TP53->-ARID1A,2,1,18.000000,18,3.180229e-04,
PIK3CA->-ARID1A TP53->-ARID1A TP53->-PIK3CA,3,3,2.000000,2,3.004130e-01,
PIK3CA->-ARID1A PIK3CA->-TP53 TP53->-ARID1A,3,3,3.000000,3,8.148244e-02,
TP53->-FAT1,2,1,18.000000,18,9.930374e-05,
PIK3CA->-FAT1 TP53->-FAT1 TP53->-PIK3CA,3,3,4.000000,4,3.698845e-02,
PIK3CA->-FAT1 PIK3CA->-TP53 TP53->-FAT1,3,3,3.000000,3,1.498100e-01,
TP53->-NCOR1,2,1,18.000000,18,2.550100e-02,
MAP2K4->-PIK3CA,2,1,18.000000,18,3.947867e-02,
ESR1->-PIK3CA,2,1,17.000000,17,9.311964e-01,
CDH1->-ARID1A,2,1,17.000000,17,3.430897e-03,
CDH1->-ARID1A CDH1->-PIK3CA PIK3CA->-ARID1A,3,3,5.000000,5,6.072013e-02,
CDH1->-ARID1A PIK3CA->-ARID1A PIK3CA->-CDH1,3,3,2.000000,2,6.830289e-01,
CDH1->-ARID1A CDH1->-TP53 TP53->-ARID1A,3,3,2.000000,2,1.506500e-01,
CDH1->-TBX3,2,1,17.000000,17,5.571714e-02,
TBX3->-PIK3CA,2,1,17.000000,17,2.741652e-01,
CDH1->-PIK3CA CDH1->-TBX3 TBX3->-PIK3CA,3,3,5.000000,5,5.039453e-02,
TP53->-GATA3,2,1,17.000000,17,2.333795e-02,
PIK3CA->-GATA3 TP53->-GATA3 TP53->-PIK3CA,3,3,3.000000,3,1.157587e-01,
PIK3CA->-GATA3 PIK3CA->-TP53 TP53->-GATA3,3,3,3.000000,3,1.157587e-01,
PIK3CA->-NCOR1,2,1,17.000000,17,4.645551e-01,
NCOR1->-PIK3CA,2,1,16.000000,16,6.009043e-01,
NCOR1->-PIK3CA TP53->-NCOR1 TP53->-PIK3CA,3,3,3.000000,3,1.297317e-01,
PIK3CA->-KMT2D,2,1,15.000000,15,9.294578e-03,
PIK3CA->-KMT2D TP53->-KMT2D TP53->-PIK3CA,3,3,4.000000,4,6.909687e-02,
PIK3CA->-KMT2D PIK3CA->-TP53 TP53->-KMT2D,3,3,5.000000,5,1.561281e-02,
CDH1->-RUNX1,2,1,15.000000,15,7.449849e-02,
CDH1->-PIK3CA CDH1->-RUNX1 PIK3CA->-RUNX1,3,3,5.000000,5,2.308234e-02,
CDH1->-RUNX1 PIK3CA->-CDH1 PIK3CA->-RUNX1,3,3,2.000000,2,5.579345e-01,
TP53->-ARID2,2,1,15.000000,15,4.331461e-06,
TP53->-ATR,2,1,15.000000,15,3.282762e-04,
TP53->-PIK3R1,2,1,15.000000,15,9.193262e-03,
CDH1->-NCOR1,2,1,15.000000,15,1.803774e-02,
CDH1->-NCOR1 TP53->-CDH1 TP53->-NCOR1,3,3,2.000000,2,3.589096e-01,
CDH1->-NCOR1 CDH1->-PIK3CA PIK3CA->-NCOR1,3,3,3.000000,3,2.081612e-01,
CDH1->-NCOR1 CDH1->-PIK3CA NCOR1->-PIK3CA,3,3,4.000000,4,6.197557e-02,
ARID1A->-PIK3CA,2,1,14.000000,14,9.161421e-01,
ARID1A->-PIK3CA CDH1->-ARID1A CDH1->-PIK3CA,3,3,5.000000,5,6.072013e-02,
TP53->-BRCA2,2,1,14.000000,14,4.171423e-04,
TP53->-RUNX1,2,1,14.000000,14,2.633667e-02,
PIK3CA->-RUNX1 PIK3CA->-TP53 TP53->-RUNX1,3,3,2.000000,2,1.962449e-01,
CDH1->-RUNX1 CDH1->-TP53 TP53->-RUNX1,3,3,2.000000,2,7.407407e-02,
PIK3CA->-ATR,2,1,14.000000,14,1.280028e-03,
PIK3CA->-ATR TP53->-ATR TP53->-PIK3CA,3,3,2.000000,2,2.646586e-01,
RFWD2-/-RICTOR,2,1,2.000000,2,1.712869e-02,
PIK3CA->-ATR PIK3CA->-TP53 TP53->-ATR,3,3,3.000000,3,6.498370e-02,
PIK3CA->-TBX3,2,1,14.000000,14,6.806170e-01,
CDH1->-PIK3CA CDH1->-TBX3 PIK3CA->-TBX3,3,3,3.000000,3,3.647389e-01,
TP53->-PTPRD,2,1,14.000000,14,6.546176e-05,
TP53->-NSD1,2,1,13.000000,13,1.215396e-04,
TP53->-CREBBP,2,1,13.000000,13,1.912493e-03,
CDH1->-ESR1,2,1,13.000000,13,7.645264e-02,
CDH1->-ESR1 CDH1->-PIK3CA PIK3CA->-ESR1,3,3,4.000000,4,8.701989e-03,
TP53->-STAG2,2,1,13.000000,13,3.687857e-03,
TP53->-KMT2A,2,1,13.000000,13,2.008650e-04,
PIK3CA->-PTEN,2,1,13.000000,13,4.163298e-01,
PIK3CA->-PTEN TP53->-PIK3CA TP53->-PTEN,3,3,2.000000,2,4.508319e-01,
PIK3CA->-PTEN PIK3CA->-TP53 TP53->-PTEN,3,3,6.000000,6,1.173112e-03,
MEN1->-GATA3,2,1,12.000000,12,2.441406e-04,
PTEN->-TP53,2,1,12.000000,12,9.997889e-01,
TP53->-ESR1,2,1,12.000000,12,1.139245e-03,
PIK3CA->-SPEN,2,1,12.000000,12,6.016030e-02,
FOXA1->-PIK3CA,2,1,12.000000,12,9.898373e-01,
CDH1->-FOXA1 CDH1->-PIK3CA FOXA1->-PIK3CA,3,3,3.000000,3,3.719227e-01,
NF1->-TP53,2,1,12.000000,12,9.876460e-01,
NF1->-PIK3CA,2,1,12.000000,12,3.619502e-01,
NF1->-PIK3CA TP53->-NF1 TP53->-PIK3CA,3,3,3.000000,3,3.380835e-01,
NF1->-PIK3CA NF1->-TP53 TP53->-PIK3CA,3,3,4.000000,4,1.355179e-01,
TP53->-FLT4,2,1,12.000000,12,5.474838e-05,
TP53->-APC,2,1,12.000000,12,3.241257e-04,
PIK3CA->-RICTOR,2,1,11.000000,11,2.997282e-03,
TP53->-FOXA1,2,1,11.000000,11,4.616407e-02,
PIK3CA->-FOXA1 TP53->-FOXA1 TP53->-PIK3CA,3,3,3.000000,3,1.114040e-01,
PIK3CA->-FOXA1 PIK3CA->-TP53 TP53->-FOXA1,3,3,2.000000,2,3.562517e-01,
CDH1->-FOXA1 CDH1->-TP53 TP53->-FOXA1,3,3,2.000000,2,1.890252e-01,
CDH1->-FOXA1 TP53->-CDH1 TP53->-FOXA1,3,3,2.000000,2,1.890252e-01,
PIK3CA->-RB1,2,1,11.000000,11,2.340329e-01,
PIK3CA->-RB1 TP53->-PIK3CA TP53->-RB1,3,3,2.000000,2,3.938323e-01,
PIK3CA->-RB1 PIK3CA->-TP53 TP53->-RB1,3,3,4.000000,4,3.035825e-02,
TP53->-CDKN2A,2,1,11.000000,11,1.203283e-02,
TP53->-PTPRS,2,1,11.000000,11,6.063063e-05,
TP53->-ERBB3,2,1,11.000000,11,6.463914e-05,
TP53->-ATM,2,1,11.000000,11,1.062154e-03,
TP53->-NOTCH4,2,1,11.000000,11,2.893458e-05,
PIK3CA->-NOTCH4,2,1,11.000000,11,1.245226e-02,
PIK3CA->-NOTCH4 PIK3CA->-TP53 TP53->-NOTCH4,3,3,4.000000,4,2.621699e-03,
MAP3K1->-GATA3,2,1,11.000000,11,5.640214e-01,
GATA3->-PIK3CA MAP3K1->-GATA3 MAP3K1->-PIK3CA,3,3,5.000000,5,8.640524e-02,
MAP3K1->-GATA3 PIK3CA->-GATA3 PIK3CA->-MAP3K1,3,3,2.000000,2,7.324737e-01,
TP53->-TBX3,2,1,11.000000,11,1.319821e-01,
ESR1->-GATA3,2,1,11.000000,11,1.882494e-01,
ESR1->-GATA3 PIK3CA->-ESR1 PIK3CA->-GATA3,3,3,3.000000,3,1.565532e-01,
ESR1->-GATA3 ESR1->-PIK3CA PIK3CA->-GATA3,3,3,2.000000,2,4.263322e-01,
PIK3CA->-ATM,2,1,11.000000,11,2.991161e-01,
PIK3CA->-ATM PIK3CA->-TP53 TP53->-ATM,3,3,3.000000,3,6.362526e-02,
PTEN->-PIK3CA,2,1,11.000000,11,7.195975e-01,
TP53->-ALK,2,1,11.000000,11,1.136068e-03,
TP53->-MED12,2,1,11.000000,11,3.300952e-03,
CDH1->-CBFB,2,1,11.000000,11,2.906243e-01,
CBFB->-PIK3CA CDH1->-CBFB CDH1->-PIK3CA,3,3,5.000000,5,8.950062e-03,
TP53->-FBXW7,2,1,11.000000,11,4.933268e-03,
TP53->-SETD2,2,1,11.000000,11,4.773447e-05,
PIK3CA->-PTPRT,2,1,11.000000,11,1.712917e-02,
PIK3CA->-KMT2A,2,1,11.000000,11,3.271486e-02,
PIK3CA->-KMT2A TP53->-KMT2A TP53->-PIK3CA,3,3,3.000000,3,2.391975e-02,
PIK3CA->-NF1,2,1,10.000000,10,6.917010e-01,
PIK3CA->-NF1 TP53->-NF1 TP53->-PIK3CA,3,3,3.000000,3,3.380835e-01,
PIK3CA->-NF1 PIK3CA->-TP53 TP53->-NF1,3,3,2.000000,2,6.327671e-01,
CDH1->-PTEN,2,1,10.000000,10,2.872425e-01,
KMT2C->-MAP3K1,2,1,10.000000,10,3.465619e-01,
KMT2C->-MAP3K1 PIK3CA->-KMT2C PIK3CA->-MAP3K1,3,3,4.000000,4,1.805094e-01,
KMT2C->-MAP3K1 KMT2C->-PIK3CA MAP3K1->-PIK3CA,3,3,2.000000,2,6.873780e-01,
TP53->-ATRX,2,1,10.000000,10,1.699216e-03,
TP53->-CARD11,2,1,10.000000,10,5.944148e-03,
TP53->-NOTCH2,2,1,10.000000,10,1.074086e-03,
TP53->-EP300,2,1,10.000000,10,1.379580e-02,
GATA3->-ARID1A,2,1,10.000000,10,4.778262e-01,
GATA3->-ARID1A PIK3CA->-ARID1A PIK3CA->-GATA3,3,3,2.000000,2,3.232037e-01,
GATA3->-ARID1A GATA3->-PIK3CA MAP3K1->-ARID1A MAP3K1->-GATA3 MAP3K1->-PIK3CA PIK3CA->-ARID1A,4,6,2.000000,2,5.063657e-03,
TP53->-MAP2K4,2,1,10.000000,10,2.397760e-01,
CDH1->-GATA3,2,1,10.000000,10,1.357306e-02,
CDH1->-GATA3 CDH1->-PIK3CA PIK3CA->-GATA3,3,3,3.000000,3,9.530869e-02,
